Name,Centrality,Community,node_id
永远不要低估人性的恶，当初一个错误的决定，导致今天有苦说不出,1,9,703
丁真文学：世界上本没有水课，水的人多了，就成水课了,16,4,704
69.各种题型归纳总结：动能定理,2,4,705
摆烂不扣分，还能举报队友 还不快来学一学？,10,4,706
太怂了，太丢脸了！女生让男朋友当街跪下，路人都看不下去了,1,4,707
被落总师拉黑力！,5,4,708
我勒个爆率啊！,11,4,709
一边造谣污蔑她一边又偷她的光辉,1,4,710
今天不发论战发姜一杯姜圣抖音的逆天评论区,1,4,711
笑死，煤老板拿捏娱乐圈的那几十年，荧屏上全是美女！,1,4,712
人生不可复制,19,71,713
长篇详细解析新高考数学II卷压轴题！如何用向量的叉乘快速解决这道题？十分有趣！,1,71,714
全国田径冠军赛男子10000米决赛，马瑞上演“瞬间移动”，杨克古守住优势夺冠#马拉圈 #跑步 #田径,1,71,715
姜萍:“坏了︕”,1,71,716
实锤姜萍月考成绩网传图为真实的,1,71,717
好的本科并不比中专差,1,71,718
大结局：坏人受到了应有的惩罚，洪喜和寄萍终成眷属在一起,1,71,719
4K 青岛大学2024毕业典礼演唱歌曲《奢香夫人》,1,71,720
花少北后台详细掉粉变化(截止5月19日),1,71,721
北大数院～高考数学满分都瑟瑟发抖的地方！,1,71,722
浙江一女生高考726分，全小区沸腾，邻居们放烟花挂横幅为其庆祝,1,71,723
各科比预期高30分接不接！,1,71,724
请那些所谓的天才少年别整天扯高大上的理论，静下心来，认真读几本书，好吗？,1,71,725
姜萍事件到底是不是真的,1,71,726
评网暴姜萍作弊的喷子们,1,71,727
“质疑声再大一点，我听不到。”,1,71,728
“论指挥官对港区多重要”,1,71,729
梁实完成第28次高考，620分的目标竹篮打水，明年弃考的可能性很大,1,71,730
当代学生真实的精神状态 16.0,10,4,731
【端午到夏至】紫微双星关于重逢可能性及时间·出世的路径与备案·换大运的具体时间·宇宙多方向关键建议提示。（小说）,1,71,732
那些笑到肚子痛的沙雕图（￣▽￣）1226期,1,71,733
达摩院公布决赛：姜萍在第5赛道，正向着第一名的金奖冲刺,14,2,734
低调到老美发怵，中国最牛的大学竟不是清华北大,24,2,735
【有奖问答】问北京四年级小学生高考题,11,2,736
全中国这么多男明星，到底谁的男粉丝最多?,22,1,737
千里马遇到伯乐！闯进全球数学竞赛12强的姜萍老师同样很传奇，他称“因走过弯路，想努力为学生做好领路人”,39,1,738
民事证据法律实务八讲,2,5,739
杰哥未公开花絮（刺激）,18,84,740
法制宣传片，年轻女孩犯罪被判s刑，跪在地上接受审判，请勿违法！,1,84,741
成绩出来了，老实了,1,84,742
2024高考加油！我们在深职大等你！,1,84,743
韩国人吃不起水果？是谣言，还是真贵,1,84,744
挑战把老婆打扮成“童年女神”的样子！,1,84,745
韩国相亲综艺，小伙口水都快要出来了,1,84,746
当语文老师和数学老师下班后…,1,84,747
司马南老师拍电影,1,84,748
奇葩的up主04——户晨风，视频和直播判若两人，一直透明公开收入，坚持私有化的up主！,1,84,749
数 学 巅 峰  VS 物 理 巅 峰 | 牛顿 ：没想到吧，两边都有我,1,84,750
姜萍决赛成绩如不理想，网友不应嘲讽（原创作者:喻会能，即有梦最美666）,1,84,751
完成比完美更重要！,1,84,752
你很棒，真的很棒，不要被单一的评价体系禁锢,1,84,753
《酱园弄》女二风波后，杨幂粉丝破防语录（一）～大家一起乐呵啊,1,84,754
南京中央商场，南宁地铁事件，你被困在哪个信息茧房,1,84,755
日本男子变性后用冷冻精子生育两娃！法院裁定：既不是爹也不是妈,1,84,756
超哥讲小学数学,1,84,757
内娱第一小品女团,1,84,758
苹果加入了哪些实用的AI功能 WWDC2024,20,38,759
【唐尚珺】直播639分！录取北京师范大学小语种专业！,1,38,760
部落战日常（—）,1,38,761
我真的变成诺神了吗,1,38,762
都2024年了，还要住这种宿舍吗？,1,38,763
数学天才姜萍，初中生百米只用9秒,1,38,764
姜萍事件越来越朝着魔幻现实主义的方向发展了。,1,38,765
好消息啊，姜萍打脸所谓的专家！颤抖吧！,1,38,766
社死！深度考古女主持奇葩现场【低清珍藏版】,1,38,767
嘻嘻，抽爽了,1,38,768
【少年佳偶群像】年少还是不要遇到太惊艳的人,1,38,769
「可灵使用攻略」第一期：文生视频！,1,38,770
99年央视现场，17岁韩寒面对观众百般刁难和嘲讽，舌战群儒！,1,38,771
还精补脑是什么？,1,38,772
百度推荐官阅读单机2元左右无需养机,1,38,773
【全740讲】初中数学趣味讲解 初一数学初二数学初三数学 动画数学，看动画学数学，开学考满分,1,38,774
"最后一搏！恒大迎来""生死时刻""，许家印可能一无所有",1,38,775
毕业论文答辩有什么可紧张的呀，论文是你写的实验是你做的，任何一个人都没有你对论文了解，好好做PPT，好好校对论文，别出现错别字错别句，让专家看着闹心,1,38,776
【水：就 你 清 高】哈哈,1,38,777
邀华人朋友一起回国，被中国发展变化听入迷了：真想亲眼去看看！,1,38,778
宁波一学霸全家淡定查分 总分716分 全省排名第二,1,38,779
自由的鸭 做一只自由的鸭，我应该是自由的呀！#丑小鸭 #灰色故事 #泽华君,14,10,780
姜萍： 果然出生寒门，就会有无数的质疑，最好的武器就是决赛考第一，击溃这些流言蜚语的诋毁,1,10,781
【对比】雪姨得知梦萍怀孕的反应,1,10,782
18岁考上大专，却第一次在父母眼中，看到了骄傲!,1,10,783
姜萍事件，完整采访Q&A爆出，原视频对比~~~,1,10,784
他甚至想到了微积分,1,10,785
重温数学天才的老师：弟子不必不如师,1,10,786
评价一下抖音上的梦女,1,10,787
老祖宗笔下黑暗恐怖诗词，语文课本里都不敢放,1,10,788
不成功便成仁是吧,2,10,789
浙江大学“拒绝”姜萍的评论区,1,10,790
她才是我心中的美艳御姐天花板！！！,1,10,791
当父亲看到了我的高考成绩！,1,10,792
台积电张忠谋和阿里巴巴蔡崇信接受采访 | 碎片化世界中的领导力,1,10,793
wmfb又烂了，lgs有所回暖，apex梦想杯d3前六把,1,10,794
没多少成人大量阅读了|其实没什么，正常,11,25,795
郑亦真 张延廷 帅化民 栗正杰 2024.6.23 前进战略高地,1,25,796
白岩松出面为邯郸孩子发声，网友总结2点，这一次3个恶魔难逃法网,1,25,797
死绑账号买卖将成为过去式,2,25,798
小黑子说话,1,25,799
男孩被多人强迫吃呕吐物舔唾沫，还脚踹拿皮带抽,1,25,800
那些年我们一起追过的电视剧《插翅难逃》演员的合影,18,4,801
连笑惨遭水友逆天问题欺骗，反应过来后惊呼逗我,1,25,802
中央公布新规了，欠了 10000 块钱以上的负债人，都可以申请暂停还款，自由还款和分期还款！！！,1,25,803
因为淋过雨所以想为别人撑伞！姜萍的老师：想让他们知道还有不一样的未来,1,25,804
贴吧大佬爆料：王天一危，录音门尘埃落定？象棋协会封口。,1,25,805
培养闺蜜上清华第46天,1,25,806
帕丽斯·希尔顿众议院听证会：16岁被带入青少年寄宿治疗机构，被强迫服药和遭受性虐待,8,4,807
江湖人称物理马保国的，粒子力学创始人•杨建磊登录哔哩哔哩！,1,25,808
6月26日手游流水排名，原神继续拉升！杀入前四！破晓序列公测！鸣潮、重返1999上升！DNF稳如泰山！,19,1,809
峰哥，男朋友非要在我仙女棒上贴照片！,4,1,810
教育部：不能要求家长批改作业,6,1,811
【黄东萍】胯下击球（1）,1,1,812
北京大学强基计划初审结果公布！校测试题抢先看！,4,1,813
不良博主造谣胖猫没死，为了蹭流量不择手段，真下作,31,1,814
再戳赖清德“肺管子”，我驻法大使给台当局定性：就是叛乱政权,4,1,815
听着汗流浃背啦！ 四个领导该怎么称呼？遴选|体制内|领导称呼|遴选面试|公务员遴选|公务员,10,1,816
姜萍暑期计划曝光：父亲称女儿会打工赚学费。闹得沸沸...,16,2,817
阿里达摩院为姜萍发声,2,2,818
马蜂挽尊二三系列之 番位,1,2,819
女子坐高铁给人让座，未获感谢反遭暴打，打人者：让座是应该的,6,2,820
这是一位体制内级别比较高的层次，很厉害的命造，有3品的位置。八字案例184,1,2,821
打工人工资不涨，退休金却逆势上涨？对应的是死气沉沉的青年人和朝气蓬勃的老年人，真的是这样吗？,8,2,822
绿茶吊：把绿帽在兄弟头上暴扣,2,2,823
被女主播套路2000园子，默默流下35岁老男人的眼泪，蒋林川气麻了，准备复刻6324车队，充了对面，最后对面直接下播不理蒋狗,2,2,824
查分！！700？？年级第一被我在高考亲手废了,18,1,825
吃瓜蒙主是汉人至上主义吗？,1,1,826
网传中国女排13人大名单，P卡球员存在争议,1,1,827
惊扰河深被打二十大板,1,1,828
突然意识到做科研能力差的人都有一个通病：脑子太死板,27,1,829
救命!已经有人因质疑姜萍纪录片，其母亲深夜凌晨被电话轰炸！！！！,1,1,830
山西通报中考英语听力事故：启用备用试题，对未完成听力考试的考区重新组织考试,1,1,831
河南一“神童”，5年就学完所有初高中课程，9岁参加高考，分数出来后，令所有人笑掉大牙,1,1,832
周正龙拍华南虎，今天似曾相识？#周正龙 #姜萍,1,1,833
嘶～～队友-你逝个杀子(,1,1,834
深圳大学不如211学校？张：能考上就偷着乐把，大厂的态度是不会骗人的,1,1,835
直径2.66公里的正圆形湖泊，徒步走完一圈要2小时11分钟。欣赏一位大爷的字画，钓到大鲤鱼的钓鱼佬，在游乐场游玩的孩子，和建设中的临港新城。,1,1,836
两名日本公民在苏州遇袭一中国公民受伤 外交部回应,2,1,837
一代才女一陆小曼,2,1,838
玫瑰的故事｜推翻清朝一百多年了，你们还这样拍玫瑰？【影评人毛尖】,1,1,839
验证江西2.2亿元彩票大奖确无内幕的方法（原创作者:喻会能，即有梦最美666）,18,3,840
如何轻松节能，一年冲上600分？,6,3,841
2022最新印度电影《命中第一案》，尺度大，不看到最后猜不到结局,1,3,842
李建伟在俄乌战场，目前俄军控制了三分之二的伊万尼夫斯克，并且伊万尼夫斯克的平民不愿离开，他们一直等待着俄军的疏散,5,3,843
在我这里，你看到了什么？,2,3,844
男人至死是少年VS“女孩你要懂事”,2,3,845
"""伤官配印""格局结构标准",2,3,846
中菲两国海军力量对比,2,3,847
别被噱头迷了眼，小心栽咯！ #高考 #家长必读 #观点分享,2,3,848
这段话让我的格局打开了！,6,3,849
【娱乐八卦】一句话总结白玉兰最佳男主角特点,1,3,850
吃瓜 胡律师CP名字都出来了,6,3,851
田文静 ～雍正王朝原版视频,1,3,852
玻利维亚军事政变未遂！坦克进入总统府，玻前陆军总司令被捕,1,3,853
【明音】姜萍决赛名次预测,1,3,854
姐姐们都说张予曦体重过瘦，陈昊宇一脸疑问：你什么时候胖过-,1,3,855
世界第3竟被吊车尾击败？本届欧洲杯最大冷门已诞生！,1,3,856
天才少年！是新的CNCS希望？还是无底线挂狗？,11,14,857
姜萍四月月考83，官方确认属实,1,14,858
为什么运动员在比赛间歇都爱吃香蕉？,1,14,859
罗永浩“勇斗”方舟子，罗这辈子真没怕过谁方舟子秒怂,1,14,860
【陆振华教训梦萍】你们都反了,1,14,861
姜萍事件，暴露了各大高校的傲慢,1,14,862
高等【树】学：树林里竟然藏着有理数的秘密？,2,14,863
【佳作_3D】H版公主与利刃V0.95.6HF~Steam官中步兵+作弊工具[PC+33G],1,14,864
19：痴情丫环巧凤被主人接纳，寄萍不怕吃苦学艺四年，却不能登台,1,14,865
看似捞女越来越多了，实则是越来越多有赚钱能力的男性对普通男性的性资源掠夺！,1,14,866
【王雪琴找依萍母女】算账,1,14,867
144小时免签.体验中国,1,14,868
高考出分啦！！是高中最好的一次！,6,6,869
综艺节目表演“骑马”，被王思聪追着M六年，鞠婧祎到底有多能忍,2,2,870
雷军早期拍的搞笑剧｜小米多位高管参演,1,6,871
美沙安保协议，是谁搅黄的？,11,2,872
【揭秘我揭秘最强大脑】瞎猜的而已,1,6,873
王曼昱｜成年人最大的体面就是 看破不说破,24,6,874
蔡老师回忆张君秋赞蓉蓉：这孩子嗓音好，还瘦溜。有戏饭！（附蓉蓉二进宫）,1,6,875
司马南老师是什么水平？,4,6,876
著名房产专家马光远，手撕温铁军教授，说做个人吧！马光远到底何许人也？,8,6,877
【F1meme】请选择你的大学！,2,6,878
秒解中考数学根式计算,1,6,879
蛙泳二级运动员不会游泳？北大同学力挺李雪琴：自主招生加20分，非体育特招,2,4,880
五年级奥数题：孩子们都束手无策，原来可以这样做,5,4,881
前瞻性不足以形容马云 沈南鹏：他在下一盘很大的棋,1,6,882
女子翻到丈夫高中成绩单 整个高中都是第一 网友：有一个学霸老公是什么感觉,1,6,883
不知不觉支教近三年了，尽管有再多的不舍，但这一次不得不离开了...接下来我要去完成我人生中的另一个挑战..,1,6,884
超哥小学六年课程和书,1,6,885
🎉最新发布！2025年QS世界大学最新排名揭晓！🏫热烈祝贺新加坡国立大学全球第八，连续7年蝉联亚洲第一！,20,19,886
这个超强的中国留学生我们根本比不过他！日本的大学食堂里为何有家中餐厅屹立不倒？(中日双语)(24/06/17),2,19,887
E421 姜萍事件反转了？昨天支持，今天道歉，大聪明文科生丢人现眼为哪般？流量为王时代，四类人的不同出发点都是什么,1,19,888
自曝在马尔代夫遭性侵中国女生发声：酒店已道歉，警方未控制嫌犯,1,19,889
[聆歌君：吉光片羽] Beta函数的余元公式 | 《裴礼文》练习4.5.18,1,19,890
杨玉良：“大学”即将消亡,1,19,891
当姜萍说数学是她的爱好时我就知道，她就是天生的数学圣体，一般人谁会把数学当爱好,1,19,892
收缩的椭圆扫过的区域是？,1,19,893
【补档】何日当归？现在不想收的反而是我们，聊聊其中的主要矛盾。不知道为何补档的同学可以看我动态。,1,19,894
被吹爆的安全套给大家买来测评了！某些博主别恰烂钱！铺天盖地的广告中真的有好用的产品吗！,1,19,895
"全网公开挑战数学博主？近万播放却无人解出的""超难""钓鱼题由VUP猫猫酱拿下首杀！",1,19,896
放 飞 自 我 的 鱼,1,19,897
我的妈呀，现在连狗都不愿意在学java,1,19,898
TikTok各国网友听中文歌《可不可以》,1,19,899
建议某些网红，别蹭高考查分热度了，像个沙币,1,19,900
陈丽君面相八字分析 上,1,19,901
一位中年妇女，对姜萍说：我是你妈妈,1,19,902
【不要搜视频版】晚上吓一跳！白天搜不到！,2,19,903
思念 | 你是随风而飞的风筝，所以我剪断了线,1,19,904
香江第一尤物的猎艳记,1,19,905
1965年归亚蕾版《烟雨濛濛》依萍结局,1,19,906
小仙女高考300分要求降低分数线,10,3,907
拿着国家体制内的工资，却能住上亿豪宅，姜昆的巨额财产从何而来,4,3,908
琼瑶真奢侈，用这么美的人演小三！,1,3,909
2000-2009: 何教授北京求学回忆录,6,3,910
逆天小太妹,17,3,911
人生游戏的BUG，普通人逆袭唯一捷径（快速切换状态+苦中作乐），反人性能力模型,10,30,912
烟雨蒙蒙：依萍走投无路当舞女，我比你高贵，我是来赚钱的！,3,30,913
中专逆袭到211大学，现在社会缺什么人才？,2,30,914
Coco叩叩_ 《一个普通女生的闪光时刻》,1,30,915
转载北京卫视——胖蓉紧张教学中。桃李芬芳，艺术传承。,1,30,916
为什么女权男博主比女权女博主更受欢迎？,2,30,917
台媒是如何报导范小勤的,3,30,918
黄东萍 | 比赛中和搭档的小插曲,2,30,919
男子晒身体异常现象，皮肤无弹性变橡皮泥，网友：别无知了快看病,2,30,920
37位决赛选手联名请愿信,6,2,921
涟水中专：感谢姜萍，学校躺赢！,1,30,922
我老点怎么了，我老公是大帅哥,2,4,923
老版《情深深》，可能是影史上最爱打耳光的剧了,17,3,924
快手vs辛巴 资本和流量的开幕战！！！,2,3,925
设计战斗机的工作是造罪业吗？——定弘法师 学佛问答,1,3,926
绿光,1,3,927
张雪峰真相帝！看完你还敢读法学吗？,1,3,928
资本家的告别（上篇）炫富网红被封与时代的故事【空间逻辑篇】,8,3,929
同等学力英语30分漏洞（郑强教授因“年龄原因”卸任太原理工，在办公室和同事做最后道别）,1,3,930
司马师怎样养三千死士而不被发觉？,1,3,931
头大脖子长像个棒棒糖～～,1,3,932
同学同玩考同分！发小三人高考考出相同分数646：不计划考入1所大学,4,3,933
那如果是中专题呢,12,3,934
最有资格骂小王的人,2,3,935
【奥雷】离婚准备中...一切从头开始！,1,3,936
我当时是真怕啊,10,3,937
许老板被抓，我们看到了国家对资本管控的四大可喜转变,3,3,938
最还原的一集,3,3,939
真相只有一个，姜萍事件跟她没有关系,12,3,940
亲戚说姜萍两姐妹太懂事：她们读职高是想学点技术 姐姐目前在奶茶店打工,2,3,941
女医生贩卖婴儿被捕，脱下白大褂喜提银手镯,1,3,942
美国学生的暑假活动，路子微野...,15,2,943
模仿科比成了过去式，学科比肘击才是当下的流量密码。【差评君】,1,2,944
水果捞骂人后续，商家道歉双方达成谅解，父亲称希望回归正常生活,1,2,945
最新未来人2123预测2024年，第三次世界大战之后世界发生巨变？,11,18,946
人大代表建议：大学生先就业再择业,1,18,947
姜萍总决赛，为她加油打气,1,18,948
新加坡国父：越是穷人家孩子，为何越要学英语？,1,18,949
姜萍12名，第1名是徐啸宇根正苗红的科班天,1,18,950
主=6 原本应该是什么？,1,18,951
这鸣潮啊，看到共鸣者雷兹3s内没点进来的也是神人了,2,18,952
加州熊被丁胖子金牌讲师拉黑，加州熊直言讲师忘恩负义,2,4,953
染色体女团最终7人出团,1,18,954
茹萍21-56岁容貌变化,1,18,955
新生儿护理要点 #新手爸妈必看,1,18,956
【完结】刘雪华版烟雨蒙蒙大结局：如萍自杀依萍发疯，陆振华抱憾而终，陆家败落！,1,18,957
为什么这种数形结合永远学不好线性代数【无痛线代】,2,4,958
我对姜萍的质疑，如果她有实力，我会把她推荐给我的导师，由我的导师把她推荐给院士,1,18,959
“震惊，复旦数学哥舌战群儒”,11,2,960
大一思想道德与法治期未考试题库及答案~（含选择一解答题哦~）~期未不挂科~接好运~,6,2,961
姜萍应该无法在这种监考情况下作弊，考试结束，回到涟水的姜萍，老父亲送上了鲜花，17岁...,42,2,962
姜萍事件疑点：一直低头写题，不用电脑LaTeX打字吗？,18,1,963
学校没我估计早塌了,2,1,964
刀郎宣布暂停更新音乐视频，了解实情后令人敬佩！,5,1,965
周子瑜的颜值逆天了，好漂亮啊,1,1,966
唐尚珺2024高考成绩新鲜出炉，终于圆梦，高考生涯到此结束！,5,1,967
马云：癌症不是绝症智商不好才是,1,1,968
身为高中生，如何处理父母的焦虑？,3,1,969
线性代数很难学？因为没有深刻理解这个概念【无痛线代】,1,1,970
那些仅凭半句封神的诗词,2,1,971
琅琊榜S01E34 (3) 都这把年纪了 风韵犹存,3,1,972
姐系的长相，妹系的性格。台下是女儿，台上是老婆🥺#李芊语 #百分百出品 #练习室 #06 #综艺,2,1,973
“中国没有真正意义上的历史，只是一再的王朝覆灭更迭”—黑格尔,3,1,974
请注意这张表格，全球顶级学府中，竟然有一所中专,1,1,975
大型纪录片《后山战神》,15,5,976
现在宿舍容忍度都这么低吗，咳嗽这种不可抗力的病都能被骂，最应该被骂的难道不是分宿舍这个制度吗？,3,5,977
数学天才姜萍背后的领路人，王闰秋履历流出，多所学校疯抢邀约,3,5,978
男生考了697分的高分一脸淡定 妈妈和姐姐蹦跶尖叫激动溢出屏幕,2,5,979
【面相解读】暴力倾向的面相与八字,10,5,980
毛不易说黄明昊怎么一直透漏出自己身体不好的信息！黄明昊录了一个《我在横店打篮球》节目都是在横店拍戏的人录的！！-,7,5,981
【推热转】艺谭啊，在冰冷的手术台上做了几次?,7,5,982
数学老师去参加高考，成绩出来了……,13,2,983
当得了诺贝尔奖后第一天上班 全场掌声雷动，然后…,2,5,984
【AI生成】科比吃薯条 高清重制！！！,18,2,985
快来看看这个高考题,11,5,986
刚查完中考成绩的你！,10,5,987
"全新数学公式输入软件Typst, 有望取代LaTeX",12,5,988
看到结尾的都给我尖叫！啊啊啊啊啊啊啊啊啊！我这剪视频嘴咧的就没合上过！,11,5,989
阿姨说打斐济会下地狱,7,5,990
女子街头跳舞洒一地纸片，被环卫阿姨反复强调：不扫干净就罚款,1,5,991
54岁母亲拍摄的30儿子在家吃减脂餐视频,13,13,992
丘成桐评价自己：我倒是不错的数学家，跟伟大的学者比，还是差得很远。,1,13,993
凤凰传奇曾毅爆改拳王？速来围观比赛现场！,2,13,994
我可真是个数学天才！,1,13,995
【一图攻略】太仓上帝Chalice？猪猪教你敌法师如何拉扯带线！,1,13,996
女儿无意中翻到被藏了多年的高中录取通知书，曾以为自己没考上，初中毕业就进厂,1,13,997
为什么说中专女生姜萍未来一定成就不凡,1,13,998
【黄东萍】拉紧手绳，开始比赛！（2）,1,13,999
张桂梅老师被写进《中华人民共和国简史》,1,13,1000
所以你意思是 ∑^(+∞)=（+∞）/2 ？,1,13,1001
有人说姜萍成绩是假的？气死我了,1,13,1002
毒王TomDwan买入700万最终全部输光！史上最让人瞠目结舌的700万bluff！百万美金现金局 Day1 第5集(共5集),6,2,1003
卧槽! 粉丝逆天言论为姜萍辩护! 硬怼北大学生，双方吵的不可开交，你怎么看？,1,13,1004
郑翔Zard-征战『艾尔登法环DLC』Vol3.0：拨云见日 盾戳流37次大胜拉塔恩！😊游戏科学员工警告 翔哥别开香槟了 需要褒姒党降低期望,1,13,1005
当我在2024年再见到他们，还是感觉到深深的无力和恐惧！！！,6,2,1006
尚雯婕与凡希亚Faouzia在歌手后台法语交流,1,13,1007
曾经股神蔡嵩松？,11,4,1008
社区爆炸？玩了三年碧蓝档案，我悬着的心终于似了【二游龙场悟道#1】,5,4,1009
张艺兴捡到宝了,1,4,1010
江苏文科第一名无缘清华北大 最终选择香港大学,1,4,1011
杨幂GQ红毯,1,4,1012
16岁中医世家少女 蒙眼识药展绝技,1,4,1013
24届高考生6月所闻所感,1,4,1014
陈天华一个为了点燃希望而自杀的绝望者,14,2,1015
【方舟子】我质疑魔法少年韩寒,1,2,1016
过来破坏气氛的是吧,11,2,1017
18：寄萍要跳槽，师傅含泪送她离开，转行后她的日子并不好过,6,2,1018
姜萍自学的是LawrenceC. Evans编写的英文版《偏微分方程》，为什么国内的教材晦涩难懂？,1,5,1019
夏梦迪评价他的师父物理博士葛根（史上最强 没有对手）,14,99,1020
救命！又帅又高还是数学大神真的很难不爱啊！！！,1,99,1021
当代网友是怎样破防的？,1,99,1022
我余胜军火到了国外，成为中国java之父。,1,99,1023
磊哥科研团队在elo项目上取得重大突破，新玩法甚至可以刷小视频一边玩,1,99,1024
峰哥羞辱TOP2本硕毕业生：我的建议你不配拥有！学生就是烦人！！！,1,99,1025
光影盛宴 共唱青春！浙江大学 2024年毕业数字大秀暨毕业歌会,1,99,1026
唐尚珺今日直播现状！礼物刷不断！承诺今年一定去读大学！,1,99,1027
【李梦】他们都不看好你，可你偏偏最争气。,1,99,1028
拒绝九九六，富业收入6.3w，宅家里只工作不上班，适合埋头苦干的人！！,1,99,1029
本以为是双穿搞笑cp，没想到她其实是他的救赎。【成何体统】,1,99,1030
"""情与理的纠葛，武大与金莲的爱恨谜团：谁才是命运的主宰？🌹💔 #情感伦理大戏#""",1,99,1031
张雪峰：高考钉子户唐尚珺为什么会被退档！,1,99,1032
被韩国导师说无敌的人，陈炳帆染色体张艺兴旗下艺人,1,99,1033
法国女人的另一面：不怕冷的女性怎么来的？,1,99,1034
"户晨风:苹果充电功耗全球第一,芯片秒杀天玑9300",11,3,1035
生性懦弱的胖子被逼着吃五斤零食，直到完全塞不下,4,3,1036
坐迈巴赫去高考考出700分，初中被保送高中获奥林匹克金奖。迈巴赫少爷700分和700万他都要,1,21,1037
高考前确诊尿毒症女孩  乐观面对病魔！！！,22,3,1038
丘成桐炫耀数学好，接下来鲁豫一句话，遭专家霸气回怼,1,3,1039
接好运！雪王去孔庙给大家祈福啦！,1,5,1040
用笔迹帮你进行MBTI人格测试,1,3,1041
受气包一个人承担了所有,1,3,1042
百度热搜：姜萍被非法拘禁？！官方：正调查,4,3,1043
质疑哈尔滨里杨幂的演技都是赵丽颖粉丝评论的……（扣锅）,17,1,1044
多段珍贵录音&亲笔信曝光||她的一生远远不止荷西,1,1,1045
香缇莫～袁娅维合唱 if i aint got you,15,1,1046
【纪录片】书简阅中国 01 小人物 大历史,2,1,1047
2024年病毒变异毒株KP.2出现，在美国比例高达25%,4,1,1048
国防部：那些叫嚣要把别人的家园变成地狱的人，首先要做好自己先下地狱的准备！,1,1,1049
姜萍:我向韦东奕祈祷，为什么回应我的却是丁真？,3,1,1050
男子喜得爱女，天天跟老婆一起吃月子餐，1个月后致肾病急性发作,5,1,1051
决赛选手联名发信后某音评论区现状,1,1,1052
马斯克想上天扎克伯格在挖地？,1,4,1053
强奸犯开除了，但浙大这个声明毫无诚意！,1,1,1054
解放日报锐评登月造假和伪史论,6,1,1055
盘点十大高含金量国际数学竞赛，除了CMO和阿里巴巴全球数学竞赛，你还应该知道这些！,2,1,1056
韩综男恋3之漫漫追妻路第一期,1,1,1057
【干货】高考如何考满分？满分秘籍分享,1,1,1058
李雨禅实名举报田馥甄，这一次深得网友支持，可谓是大快人心,1,1,1059
圍甲第6輪 黃明宇狀態不錯 仍遭李軒豪平推,14,7,1060
献祭流雅典娜的带领下 海诺化身超标怪,1,7,1061
金灿荣：很惭愧，我高考一不小心成了武汉第一名,1,7,1062
四川一女生考前成为网上逃犯，警方决定：暂缓强制措施先高考,1,7,1063
关于姜萍作弊事件的一些重要证据,1,7,1064
广东梅大高速一事最应该感谢2个人，天衣无缝的配合，挽救无数人,2,4,1065
"压测我网站凶手找到了,ip地址既然是127.0.0.1。根本找不到凶手啊。",1,7,1066
钟声响，放假啦！ | 永劫无间手游7月25日公测,1,7,1067
【chloemagic】七月份有什么好消息呀～嘿嘿嘿😁,2,7,1068
胖猫反转？：反不反转不重要，重要的是你信不信。,1,7,1069
姜萍月考83的卷子，感觉如何,1,7,1070
杨紫粉丝蹬鼻子上脸，何为好演员？！我肯定绝对不是杨紫这样的！,1,7,1071
凶徒长什么样 面相解读 避雷快跑,1,7,1072
自驾游中国1866个县，江苏涟水，为啥叫这里头盔县,4,8,1073
共业：一家人在一起 那一定是共业走到一起的 - 仁山法师,9,7,1074
6 21 小潮院长部分回放（弹幕版）,1,7,1075
人民日报批判极端伪史论,11,12,1076
领路人！姜萍的恩师王闰秋对她无比的关爱！因为淋过雨所以想为别人撑把伞！让她知道还有一个不一样的未来！,2,12,1077
找【部落冲突】十一本天女矿猪（联机模式）,2,12,1078
儿子懦弱被亲爹嫌弃没出息，继母一出马，亲爹立马把他当宝,1,12,1079
儿童节来场实战（金色护头是我）,1,12,1080
【粉红女郎】挪威的森林，小萍 王浩,1,12,1081
韦神的简历只有四行，果然厉害的人物都是不需要过多介绍的,1,12,1082
【高音燃爆！】当北大十佳歌手冠军在清华唱歌-《天空没有极限》（cover.邓紫棋）,1,12,1083
姜萍事件再起波澜，舆论风向反转。衷心祝愿她在明天的决赛中取得好成绩，为她的坚韧和勇气点赞。,1,12,1084
8年前因酷似马云走红的7岁男孩范小勤，失去价值后结果如何？,2,12,1085
直播回应关于入局短剧,1,12,1086
为什么说母女关系比父女关系重要？,3,12,1087
"xQc通关黄金树幽影DLC 给出评分8.8 ""事实上这DLC根本不值10/10满分""",19,3,1088
咏春拳口诀踩点混剪，字字精髓，咏春一出，谁与争锋！,1,3,1089
【谢惠民】数学分析习题课（数分Ⅲ）,1,3,1090
最新速报！姜萍事件当事人出来拍视频证明清白！王闰秋被阿里找上门了！,1,3,1091
今天扮演誓死不从的特工,1,3,1092
秦彻前瞻PV| 致亲爱的深空猎人们,12,3,1093
小白危机！小白被张颂文遗忘关在花房狂扒门，小白就想紧紧贴着张老师-,2,3,1094
2024阿里巴巴全球数学竞赛分析与方程P4微分法,1,3,1095
事情越来越难收场，姜萍很可能被利用，最大的责任方却始终沉默,6,3,1096
初中辍学后，小太妹还有出路吗？,1,3,1097
湖南衡阳常宁市事件，个人观点：出现事件的时候，不是互相推诿，明哲保身，那么后果会连续发生。。。。,2,3,1098
【视频课+课件PDF】177节培培爸陪娃攻略 + 144节思维讲坛，以引导教学方式给娃做好数学启蒙,6,3,1099
