Name,Centrality,Community,node_id
一张图  救普通家庭 文科高考生 半条命,3,2,3431
韩寒成名作《杯中窥人》,1,9,3432
五大学科竞赛最早和最晚入坑时间,1,9,3433
【补档】异闻录·奇行种·志怪集,3,9,3434
千万不要被姜萍误导了！,1,9,3435
【惊爆】理想大裁员，又5600人没工作！普通人如何在社会上生存？,2,9,3436
到底哪个天才策划想出来的秘卷,1,9,3437
生动比漂亮重要,2,9,3438
高抛致死案00后男子获死刑，死者家属：他笑容满面，听到判决后收敛,1,9,3439
逆 天 考 试,1,9,3440
把银行当成家产来继承！这小孩是太诚实了，还是在睁眼说瞎话？,1,9,3441
“可怜胖猫哪怕是死了都在被人利用。”,1,9,3442
“女生也能学好数学”！北大女生夺全球数学竞赛预赛第一名,15,2,3443
寻找地球上最舒服的耳机：AirPods丨开放式耳机丨韶音游泳耳机丨华为耳夹丨索尼LinkBuds丨三星BudsLive,1,2,3444
中国画“太难了”，外国画家为什么还要学？,6,2,3445
这是姜萍同学对姜萍的真实评价，保真，因为隐私所以打码了，不信的可以私我,15,1,3446
大桥上忽然出现大量装备车辆，这是要做什么呢？[辣眼睛],1,8,3447
姜萍决赛结束结果未出，就开始支持的,1,1,3448
姐姐高考619分爸爸太激动，大半夜把弟弟喊醒欢呼，弟弟表情笑喷-,1,1,3449
渣男都是营销高手,1,1,3450
太倒霉了！甲方居然把我删了，哪里做的不对？,19,3,3451
当你用激将法成功骗到了她~,2,3,3452
【吃瓜sp54】薛之谦演唱会“沸羊羊”事件完整复盘！,1,3,3453
哪本小说让你觉得作者的文化程度真的很高？,6,3,3454
姜萍和马云,3,3,3455
不演了，姜萍放弃了“浙大夏令营”的邀请，选择去打工,1,3,3456
“舞女、陪酒女…”因染粉色头发的杭州女孩网暴去世，她曾努力自救,1,3,3457
阿里数学竞赛名题人之一——王若度,1,3,3458
毛主席谈干部与群众的关系，人民，只有人民，是创造历史的唯一动力,1,3,3459
高智商学长学姐们，聪明的过来人告诉你，关于高考如何填报志愿。 #胜寒高智商俱乐部 #高考志愿填报 #高考成绩,1,3,3460
邓稼先 之子邓志平，向四川两弹城博物馆捐赠邓稼先的中国科学院院士证。今年也是邓稼先诞辰100周年，致敬！,1,3,3461
张津瑜回归了曾经的小县城，从此不再问过往只向前好好生活！,20,44,3462
1W2血，马可b罗，领先20个赛季，连胜有手就行,1,44,3463
爱上一个人的时候，谁不是烂命一条,1,44,3464
#2024高考#教育#高考加油,1,44,3465
你们有没有怀疑过姜萍，姜萍有没有作弊可能性,1,44,3466
白话天下：尚无证据证明钱枫强奸，但他的翻车不值得同情！,1,44,3467
b友自称陈冠希想求偶，被峰哥羞辱，陈冠希那个手都没干过！,1,44,3468
警方通报:上海地铁一男子持刀致3人受伤，54岁嫌犯已被警方抓获,1,44,3469
请把这个讯息推给需要它的人，别让ta那么轻易就回到你的生活中了！,1,44,3470
第13名中科院博士刘奔,1,44,3471
苹果官网一客服形象引争议，苹果客服回应: 很重视，可关注官网后续回应,1,44,3472
日本终于瞒不住了？每逢台风就地震，或在进行核试爆，俄发出强烈警告,1,44,3473
想念小黑子了……,1,44,3474
造假，怀疑，海王于鑫慧,1,44,3475
超天才农村数学家，自称女神托梦，发明公式可探索黑洞,1,44,3476
涟水官方下场，质疑姜萍的有难了，痛哭吧你们！！！,1,44,3477
当小孩哥过节，看我给他们“上一课”,1,44,3478
中央军委原委员、原国务委员兼国防部长李尚福受到开除党籍处分,1,44,3479
猪圆掌：神金,1,44,3480
反向改命 如果改命的方式是这样，无论多少次，结局都一样#这个短剧很上头 #泽华君,1,44,3481
姜萍事件闹大了！两大佬实名打假，一个是世界记忆冠军大卫哥，另一个是知名硕士，人头当保外加500万对赌！,1,44,3482
各路数学大神，不断在姜萍的笔记发现新定理！！！-,13,1,3483
颜色网站为什么免费，为什么不封禁,16,5,3484
对赌500万的北大博士向姜萍道歉,4,5,3485
这才是我真正的实力（不是）,1,5,3486
每天一个数学小知识——十字相乘法,1,5,3487
传江苏本地最大的百度总代倒闭，遣散员工赔偿仅有0.25N，称不走的话再打六折,18,1,3488
李雪琴遭质疑？冤不冤？公平性成为关注的焦点,1,5,3489
【姜萍事件番外篇】，人人都笑王闰秋，但谁又能有田金方这样的好兄弟呢,1,5,3490
黑龙江本科线210分？河南和山东的考生去哭吧，张雪峰一脸无奈,12,2,3491
B站这些网课老师，帮你上个985应该没问题,1,2,3492
紫色心情,1,2,3493
数学物理的这段话是多少物理男的噩梦,1,2,3494
邮轮上开始发冰淇淋代表死人了？,1,2,3495
用马克思主义分析资产阶级的人格标签化阴谋————异化劳动与“标签”的关系,1,2,3496
西安交大李艺飞的一生,16,1,3497
大型纪录片《黄霄雲冲榜》,1,1,3498
能过就过，不能过硬过的东北女人你要不要# 社恐内向腼腆文静小女生 # 内向文静 # 东北女孩 # 东北甜妹,1,1,3499
姜萍事件,1,1,3500
女孩直播举报导师性骚扰，剧版时光代理人第15集,1,1,3501
浙大犯强奸罪学生成绩单：128人中排名126,1,1,3502
为什么有些人明明做错事了却还能理直气壮的倒打一耙？,1,1,3503
救命!姜萍影响太大，已有家长送孩子去中专读书，,1,1,3504
民警网暴死者家属，最终后续。,1,1,3505
中国第一爱豆回来了！！！,9,4,3506
看哭老外的中国视频，这才是中国人的善良，老外：我非常感动,1,4,3507
谈谈渣男面相和男人选择,2,4,3508
两位数学界大师出来评价姜萍事件，要求进行调查！,2,4,3509
期末考试成绩出来时,1,4,3510
蔡康永认为周杰伦情商最高,19,1,3511
王孟源：“南斯拉夫炸馆”事件真相！,2,1,3512
杨紫粉丝说的是：赵丽颖不应该在古偶里用配音！嘿嘿～,2,1,3513
29岁舞蹈老师许愿:我要找年薪三十的，干娘惊出表情...,4,1,3514
6.25凤凰网继续采访姜萍的家乡，公信力高的大媒体是否说明了什么 #凤凰网 #姜萍 #热点,2,1,3515
大型纪录片：王婆说媒，河北上分局，全场欢呼，富婆姐姐每月给1万块,4,1,3516
人大代表黄立：成功研发国际领先的65000通道双向脑机接口芯片,5,1,3517
姜萍吧现状,1,1,3518
偷偷录音3W一单的志愿服务，带出的干货,19,1,3519
女生宿舍VS男生宿舍的关系,1,1,3520
「mrjasonowilson」孩子被霸凌了，应该这样教育,1,1,3521
“笑死，还以为他们退圈了…原来不是老头帅了，是帅哥老了！！”,1,1,3522
姜萍事件目前互联网各大风向 6.20止,1,1,3523
湖北大学为什么纵容反华分子？,19,1,3524
其实梦萍才是唯一理智的人，还记得何书桓和如萍交往时她说的话吗,1,1,3525
夸克宝宝来啦！,2,1,3526
【高中英语从零开始】开更！基本句子结构丨保姆级讲解【不分教材版本】,1,1,3527
班级五大出生(4）,1,57,3528
一个人的莎士比亚《打脸吗》原视频+弹幕,1,1,3529
好消息！！黄衣红衣终于麦了！麦是工作，不是生活，你们终于参透了这句话，过儿终于吃饱了！,1,1,3530
官方正版动漫休闲手游预约开启！,17,1,3531
蔡天凤遭谋杀碎尸暴露出来的人性之恶毒超出你我的想象,1,1,3532
"H乱世才女蔡文姬,藏在曹操心底的白月光",2,1,3533
买挖jiao机,1,1,3534
17岁中专少女姜萍荣获阿赛12名，那数学专业到底是怎样的？我们一起来探索吧,1,1,3535
国际级金牌教师下场，质疑姜萍数学竞赛造假，若质疑失误愿承担姜萍未来所有学费,1,1,3536
看浙大操舞比赛“人鱼的眼泪”,1,1,3537
“我的二次元老婆居然当着我的面叫别人老公”?,1,1,3538
唐尚珺即将发布第16次高考成绩！这次或如愿？,31,1,3539
加油姜萍应该这么回应浙大：预赛对我爱答不理，决赛让你高攀不起,1,1,3540
0-1！又输了，欧洲杯冠军爆冷，全场比赛仅4射门，能否小组出线？,1,13,3541
韩国1天最低工资，在首都首尔的购买力——户晨风全球购买力系列,1,1,3542
卧槽! 姜萍数学竞赛出题人，曾是电竞选手! 小说爽文照进现实太抽象了!,2,8,3543
姜萍事件，不是哥们，奇门遁甲上了，真有必要这么抽象吗,1,1,3544
狗仔最新消息!姜萍已回老家和家人庆祝!疑赛决赛考得很好!,4,1,3545
潘玮柏人都傻了：我想发火但我惹不起…,1,1,3546
【备考告别】高三停更备考告别视频,1,1,3547
数 竞 书 单 难 度 排 行 |第 一 位 竟 然 是 它 ！！！！,4,4,3548
反思党们，别霍霍人家姜萍,1,1,3549
哈佛里最真实的鄙视链。,1,1,3550
凌晨三点，全国上万人登录国服部落冲突观看欧洲杯！,1,1,3551
用【Minecraft】回顾嫦娥6号探月任务,2,1,3552
姜萍采访原视频,1,1,3553
马光远痛批教育内卷：不改变会害一代代的人,1,1,3554
黄侠探险福山废弃铜矿小镇，隐居吧老哥的天堂，晚上千万别来,1,25,3555
吃  出  刀  马  旦,1,1,3556
【520奇丝妙想＋MBTI分析】关于我吃瓜捡到了阴间BECP这件事,2,1,3557
人生在世不称意？先蹲个五分钟,1,1,3558
我最看不上的人就是，天天把自己毕业于北大、清华挂在嘴边的#高考#感觉自己高考能上清华了 #教育 #北大 #人生,1,1,3559
感受欧拉的降维打击,3,1,3560
翟翟终于买到了Pocket 3，但……,2,1,3561
姜萍事件：当地人反应,1,1,3562
犯错就要认，挨打要立正…解释一下“巨峰”和“啃”!,3,2,3563
钟南山寄语毕业生 ：所有工作都是集体做的而非个人，要学会处理好人的关系,18,2,3564
为何我坚决反对组织化男权，韩国男性就是最好的例子,1,2,3565
刘晓庆一人分饰七角 ｜ 活泼好动方盈盈,2,2,3566
为什么中国没有贵族？1000年前，被他杀干净了,2,2,3567
29岁农村老实人，相亲对象有纹身，玩得很花，怎么办，急，在线等!,1,2,3568
阿里回归？！我嘞个豆，怎么都订婚了，不过感觉丈夫看起来挺宠她的。（阿里合集）（精剪版）,2,2,3569
我的网站java课程被刷到200多亿人观看，全世界才70亿人啊,1,2,3570
没文化才需要立学霸人设：张凌赫数学182分,1,2,3571
【高中数学联赛二试专题讲座 代数篇】第一讲 数列（高考同学也可以观看）,1,2,3572
一切焦虑来源于与他人的相对落差，对自己的现状不满。虽然羡慕别人，但是你什么也不做、什么也不努力，感觉什么都很难。要么没有想法要么想要的太多，简直就是白日做梦。,2,2,3573
记者卧底鸭肠鹅肠工厂：工人排水口小便后捞出死鸭送车间，洗鹅肠用脚踩，鸭肠堆捞出死苍蝇,1,2,3574
学校官号终于归我啦！,1,2,3575
“决赛结束，姜萍微笑走出考场”,19,2,3576
可怕，85斤的郭碧婷被导演嫌胖,1,2,3577
数学家-丘成桐：不要魔化北大“韦神”现象！,10,3,3578
这次dy怕已经是深信不疑了，真相看样子是不会公布了。姜萍最好不要做数学题，尤其是粉丝出的。王润秋搞出的事，居然躲在背后装死，浙大夏令营估计是不可能去的。,1,3,3579
拿到研究生录取书了，研0如何发育？,2,3,3580
数学大神过来打假姜萍？不懂数学的不要过来看哈，你看不懂数学,1,3,3581
高考填报捡漏之王，捡漏95分：507分圆梦985，不是传奇，不是神话，安考告诉你：他是事实！,1,3,3582
88岁爷爷给95后残疾女孩编手工花当生日礼物，他们的故事令人泪目,1,3,3583
她是琼瑶的干女儿，少女系颜值的天花板，却总在琼瑶剧里演配角！,1,3,3584
外交部：胡友平女士体现了中国人民的善良和勇敢,1,3,3585
师公心狠手辣，为报仇用邪术破坏他人家庭，岂料半路杀出个济公来,1,3,3586
小伙地铁上摸大叔隐私部位，被扇耳光要求下跪认错，男子连声道歉,11,4,3587
历史最强数学家排名（下）,1,4,3588
[补档]陈楚生也堕落了？！,1,4,3589
姜萍家庭最新消息，已成为左邻右舍的大红人!,2,4,3590
谁是德国队欧洲杯夺冠最大对手？德国球迷：法国！还有中国队,2,4,3591
6个很变态，但能变有钱的方法！,2,4,3592
在那个百花齐放的年代，她仍被称为“泪眼皇后”,1,3,3593
姜萍的推崇者的数学水平,2,4,3594
《范进中举》,14,1,3595
一觉醒来消息四五百，视频不火评论闹如海。,1,1,3596
【新月读书】我的最新作品，快来一睹为快！,1,1,3597
拜登在辩论中，突然大脑宕机不知所云，特朗普歪头抿嘴紧盯,1,1,3598
为什么谭浩强被称为“烂书之王”是因为《C程序设计》这本书吗？罪魁祸首竟是........,1,26,3599
除了读中专17岁的姜萍，怎么还有一个散修的（不上学校自学也能行？）,1,1,3600
别碰小蓝本（天才除外）,2,1,3601
抖音信息茧房真的很可怕,3,1,3602
S19E14 基本可以实锤姜萍初赛作假,2,1,3603
姜萍的背景和财力决定她没办法学习更深的知识，她仅有的是一腔纯粹的热爱和日复一日的努力,1,1,3604
我也是三亿美国人之一，为什么生活全是压迫？,16,5,3605
南京某高校晚会彩排现场，学生因排练到深夜太冷向老师抗议“我们是学生，不是演员”，老师：一切都要为效果服务,1,5,3606
老师放感人电影萌娃都哭成泪人，一女孩没哭却笑翻网友,1,5,3607
女孩高考查分喜极而泣捂嘴大哭，父亲：孩子复读一年涨了近一百分,1,5,3608
《酱园弄》女二风波……,2,5,3609
这部剧小时候看的心潮澎湃，不得不说，万绮雯和吕颂贤演的太好了,18,1,3610
高三时间宝贵一数还是赵礼显,1,5,3611
老师你好,1,5,3612
朱令案早已被拍成电影，“朱令”只是配角，女主却是嫌疑人之一,1,5,3613
海贼王1118话惊人情报：尼卡未来形态！五档波妮成为太阳神！怪物武神猎杀分身！,2,3,3614
哥谭式正常恋爱,11,4,3615
这是一篇可PK《滕王阁序》的高考满分作文，《吊李白歌并序》。,3,4,3616
曝陈晓去年底提出离婚 欲净身出户,4,4,3617
兔宝宝大冒险1代禁血禁变身和平一命挑战by C.C小妖精,1,4,3618
许家印为啥才被抓？原来被抓前他干了这么件事！,2,2,3619
妹妹高考493分求推荐好专业，家里唯一的希望就拜托兄弟们了！秃头哥在线求助，谢谢大家了！,1,4,3620
妈妈吐了一天哈哈哈哈哈哈,2,4,3621
警惕五毛党谎言祸国!,11,3,3622
最新实锤！姜萍创造出上帝等式！！,1,3,3623
王老师透露决赛后，姜萍的状态，很好,18,1,3624
这是姜萍采访原视频，我在这里不做任何的评价来保持中立态度，大家可以从逻辑出发进行友好的评论，不好的言论我会删！,3,1,3625
2024阿里巴巴数学竞赛决赛试题,1,1,3626
数学教材乱七八糟，内幕何在？普通同学如何利用好教材得高分！【吴小轶 铁姐】,1,4,3627
为什么数学竞赛生很少成为数学家,1,1,3628
关于陈震和金剪刀聊小米SU7,2,1,3629
感谢苍山嘉木送的酸奶！太好喝了张云鹿高兴坏了,16,1,3630
蔡徐坤VS李云龙,2,1,3631
第一天写书法，果然跟屎一样，希望多多指教,1,1,3632
一句实话就破防了😂,13,4,3633
【复习】椭圆方程正则性理论（5）Lecture 4: Nonlinear Variational PDE and Hilbert's XIXth Problem,1,4,3634
高冰果僵尸来了！,1,4,3635
母亲11：小妾改嫁给富家子，以为会过得好，不料丈夫暴露真面目了,2,4,3636
选择你的中国勾史电影,12,3,3637
方舟子“打假”姜萍，他大致提出了2点质疑，到底靠不靠谱？,1,3,3638
图论——期末复习（一）,1,3,3639
国家为什么不整治996加班文化,1,3,3640
【孙子兵法】南开大学《孙子兵法》读孙子兵法，品启强人生！（艾跃进）,1,3,3641
从崇尚硬汉到娘炮盛行，谁在惊心酿造一场惊世阴谋！？,18,2,3642
停服是谣言，是谣言!,1,2,3643
【丛珊】凭电影《牧马人》爆火的女主，你还看过她的其他作品吗？,6,2,3644
Speed在比利时街头听到粉丝狗叫声 迅速做出回应,2,2,3645
杨玉良：大学教育高中化？别什么都怪教育,1,2,3646
从最近爆火的峨眉女侠，想到传武，再想到李小龙,1,2,3647
我是太监！,18,2,3648
[原神]万叶登龙剑练习,1,2,3649
菲中了解协会主席哽咽发言：不想中菲开战，菲律宾有9个美军基地，不希望我的国家沦为战场,1,2,3650
儿子替母复仇记,1,4,3651
高考还剩62天，怎么学数学？,1,2,3652
本人的一些亲身经历告诉你…,3,2,3653
二游史上最夸张的主角，岁主只是自己骑过的一条龙，整个今州城都是主角建的？,1,2,3654
“人民叫师”讲小学数学,1,2,3655
风靡全球的十大经典英文歌曲，曼妙的旋律，撩人心弦，令人陶醉,1,85,3656
【东风组合】《篇章》混剪1,1,2,3657
“峰哥，我和女友打球一分钟怎么办？”,20,45,3658
⚡灭 你 十 族⚡,1,45,3659
补档转载视频：20级临床大二医学生丁家一研究员受邀接受采访，分享个人科研学习经验【2021年】,1,45,3660
哥哥清华博士，弟弟高考710分，数学只有140多，然后说自己数学很不好，张雪峰:你TM装啥啊,1,45,3661
大型纪录片《笑脸传奇》,1,45,3662
研究生管导师叫什么？第一排女生：叫哥~,1,45,3663
笨女人的面相,1,45,3664
面相相克的朋友不能交,1,45,3665
“送个水都可以这么高级”,1,45,3666
韩国高考，不惧Xing骚扰！工作不好找，竞争到老！,1,45,3667
苏醒觉得跟王栎鑫结婚后的生活太幸福了！王栎鑫：是吗 不一定吧？！苏醒：那你自己说的我没有提！！,1,45,3668
看完它，再也没有数论压轴题能难倒你,1,45,3669
攻击谩骂姜萍者原声复原,1,45,3670
“给你糖丸了”,1,45,3671
女大学生寝室的无聊日常,1,45,3672
靳梦佳与法国姐姐乔伊丝真诚交流！妈妈姐姐都会中文，很喜欢学习,1,45,3673
科研圈喜欢造神，背后有怎样的玄机？,1,45,3674
⚡吹 气 球⚡,1,45,3675
#期末考试 #大学生 #研究生 假装学习不如不学习，假装努力比不努力更讨厌#假装学习 #精神状态良好,1,45,3676
女子喊话全网，硕士录取通知书没人比她的更敷衍，网友直呼比不了,1,45,3677
11年前《带我到山顶》直接“封神”！如今《异客》一开口洗脑全网,1,45,3678
姜萍参加了决赛完成了任务，人民日报都报道了，即将拿金奖，被北大录取,15,5,3679
驻法大使卢沙野：目前的台湾政权是叛乱政权，中国政府随时有权驱逐,1,5,3680
冲师逆徒，直接上垒！直接震撼精灵上下五千年,1,5,3681
五常都有过什么骚操作,1,5,3682
首场总统辩论 但是两分半钟,1,5,3683
某高校大瓜,1,5,3684
可灵ai试做1,1,5,3685
张雪峰:北京两孩子理高三480-500分，文高一530分，怎么选专业?,1,5,3686
生死狙击2 六月末大礼包兑换码,2,5,3687
再次温习当年马云的外滩炸弹,1,5,3688
如果你心里认为张艺谋配得上国师的称号，就给一次《第二十条》观影机会吧,1,5,3689
北大“学神”韦东奕现状如何？自述中途被学生退课，仅留下五六名,1,5,3690
中国驻韩国大使馆确认：韩国电池工厂火灾中18名中国公民遇难,1,5,3691
姜萍事件，真正的赢家，只有一个！,20,2,3692
孩子划走你就草率了，恭喜刷到此视频，感情事业学业将一切顺利,11,3,3693
这样也能弄出设计感,9,3,3694
【皇上不要a】更新啦，赶紧来围观吧！,5,4,3695
清华北大是怎么抢状元的？,2,4,3696
学缝纫必须要掌握的各种领型和尺寸,5,4,3697
真名哥怒骂丁哥,1,4,3698
高考成绩太高 至今查不到！,1,4,3699
“血腥选举”落下帷幕，犹太裔女总统走马墨城,16,1,3700
大型纪录片：弟子不必不如师，姜萍老师王润秋霸气护弟子，满眼心疼      #姜萍 #王润秋,1,1,3701
微商变留子了骗你们钱拿去留学 拿着你们的钱过着你们想要的生活  换个励志人设又吸粉了一群“韭菜” 这种人有什么好追捧的？,1,1,3702
有一说一，山东的学校真的很值得报！,4,1,3703
十三太保自愿成为江苏人，大型纪录片《姜萍统一江苏》,2,1,3704
大型纪录片之《重庆中考传奇》2024篇正在热播！！！,1,1,3705
是吃火锅了还是,1,1,3706
多年来，被很多人误读的西方世界的十件事,1,1,3707
大学和学术排名怎么玩？学术界的定量评价指标体系,1,1,3708
[鸣潮]卡池概率造假？100万次模拟验证！！,15,4,3709
世界最丑的6种动物，第一名看了让人直呼，上帝的审美太奇葩了！,1,4,3710
我不是java之父，真正java之父是詹姆斯高司令。,4,4,3711
我:XXS.....,2,4,3712
炸裂！内娱第一个不配合金主宣传被退货的合作人！原来他是另外的金主强塞空降的，顶替了别人的位置！恭喜小孩姐喜提新搭档,5,3,3713
桐岛爱事件内部消息爆料,2,4,3714
公知公害之方舟子,3,4,3715
有了姜萍，重新认识了马云，别管他在哪，嘲笑他的人肯定不在底层,1,4,3716
1月28日发布 #7岁小豆豆受邀看春晚 2岁时确诊脑瘫，曾被诊断终生无法站立。女孩一路走来的艰难让人泪目。,3,3,3717
证监会对许家印作出处罚！,1,4,3718
姜同学高考成绩公布了#高考 #成绩出来了,1,4,3719
张桂梅解释为什么不给学生办毕业典礼,14,10,3720
哈尔滨一中专录取不要求分数，家长搭帐篷抢名额，深夜排长队报名,1,10,3721
ChatGPT揭秘北大韦神的真实数学水平，结果令人意外！,1,10,3722
没有调查，就没有发言权！,1,10,3723
谁乐意拥抱人工智能？你可能会猜错！,1,10,3724
姜萍 面相解读 “能赢嘛”,1,10,3725
卢麒元：攻击温铁军老师的那几个人，你们内心真的没有感到惭愧吗？,2,10,3726
储殷谈姜萍是否该被破格录取：是金子不会被埋没，不是她错过大学，而是大学错过她,1,10,3727
姜萍恒等式的证明,1,10,3728
哈工威火了,1,10,3729
“学霸”丘成桐：学累了数学可以读古文当休息,1,10,3730
英一83分上岸后，因为一条个人分享，我被“网暴”了！,1,10,3731
考研女生为起床戴电击手表，被480伏电压电伤：睡12小时没醒不疼,5,3,3732
易出问题的桃花相 一,1,10,3733
2024阿里巴巴全球数学竞赛里出现的真正天才，史上第一，TA就是……请不要嫉妒，承认TA的优秀！,20,1,3734
劳斯莱斯请恶臭网红“晚晚夫妇”代言，引王思聪怒喷“很low”！,1,1,3735
幽默凤凰网新闻学,1,1,3736
一分钟回顾free光阴似箭的2022！,1,1,3737
姜萍和爱因斯坦谁更牛？,1,1,3738
恭喜刷到本视频，你的好运马上要来了，你爱的人会开始感应到你的能量 .分开很久的人也会重归于好、破镜重圆，一键三连领取好运,1,1,3739
哪里是我砸掉鼓浪屿从业者的范围，分明是不作为这几个字，厦门本地人的吐槽，是对家乡的热爱，也是深深的无奈,1,1,3740
日本学霸挑战2024高考数学,2,1,3741
纪录片《学医的意义》：学医的意义在此刻变得具象化,1,1,3742
18元谢霆锋味速食意面，勉强算大份,1,1,3743
姜萍事件最终分析,1,1,3744
不愧是人民日报的顶级文案,1,1,3745
【周处除三害】阮经天以恶制恶揭秘洗脑骗局！,1,1,3746
浙大拒绝了姜萍#姜萍,1,1,3747
甘肃天水烟草局“伪造证据”致农民被判5年。监控视频曝光,3,1,3748
凡希亚听到自己排名前三反应～比心❤️,1,1,3749
jumping！姜萍是谁？数学天才？主=6？【毒舌百科】,13,4,3750
卧槽! 反转了!  涟水县教育局证实姜萍月考83分的截图属实，预赛使用的电脑也是借的! 北大元新意发声:有理有据，真相近了!,1,4,3751
终于轮到我拿下中南大学硕士学位了！这个视频我拍了三年，就等今天发出来啦！,14,4,3752
千里淮河-涟水至云梯关入海口,1,3,3753
真 是 废 物,2,4,3754
网传84岁李双江疯狂捞金准备移民,2,4,3755
在北大学霸眼里，韦东奕是个正常人吗？,1,4,3756
婚纱限时返场！,2,4,3757
男孩被多人殴打，强迫学狗叫磕头喝尿，最新后续。,2,4,3758
连得两届全球数学竞赛金奖，95后数学锦鲤：“也还行”？,19,75,3759
上海盘龙柱事件,1,75,3760
四川考生 最后一界老高考 想复读 全家都反对 想在B站请教一下各位建议 谢谢,1,75,3761
大型纪录片《乙卷没了》,1,75,3762
小学生都能做？阿里全球数学竞赛第1题到底难不难,1,75,3763
无法无天，当代恶霸强盗！唐山烧烤店打人，类似事件再现！,1,75,3764
做个俗记 卖掉奥菲,1,75,3765
关于我认为姜萍事件造假的疑点和证据,1,75,3766
IT大佬直播评价“Java之父”余胜军，直言抛开技术不谈...,1,75,3767
优胜劣汰 当我们口诛笔伐坏人时，也给好人多一点生存的空间#泽华君 #选择 #山野自然,1,75,3768
休赛期实验室的学习氛围,1,75,3769
外国网友看到中国的高考后，纷纷想到自己国家类似的升学考试,1,75,3770
拒绝妇科检查羞耻感，体检习惯从小养成！,1,75,3771
键盘侠骚扰北大教授：我来查查你的学生,2,2,3772
已知韦东奕算了4页纸，你需要写几行？——IMO历史难题 No.6,1,75,3773
好家伙人均数学大师,1,75,3774
《杯中窥人》韩寒，他就是这样一位少年，错过复赛，又在零分和满分之间疯狂试探。,1,75,3775
刘慈欣电厂上班写作上热搜？国资委的回复来了…,1,75,3776
姜萍是无辜的，大家不要再喷他了呜呜呜,1,75,3777
读书的意义是什么？,1,75,3778
郑继银的结婚照,1,75,3779
中国唯一沙洲城市，江苏最小县级市，电驴骑行打卡，河豚之乡大江明珠扬中，感受散装江苏,1,2,3780
姜萍究竟有没有作假？看中科院院士对她的18字评论，这才叫真实,17,4,3781
姜萍事件，你们为什么欺负一个小女孩？,3,4,3782
林更新官宣喜事，林更新：大家祝福我吧，我是最幸福的人，赵丽颖也发声,2,4,3783
加比·托马斯21.78 (+1.4) WL+SB晋级决赛‖2024全美奥运选拔赛女子200米半决赛,1,4,3784
三分人样尚未学成，七分官威赫赫有名,1,4,3785
什么？？？？江苏高考总分655？？？？？我高中考试中的最高分？？？,1,4,3786
韩国YY神片，太空实力世界第二，逆天剧情全是槽点！,20,11,3787
24高考 其实成绩已经出来了‼️,1,11,3788
黑色的猫猫越看越红,1,11,3789
恐怖故事：宝贝，爱你，我才控制你的#玫瑰的故事#两性关系#自卑心理,1,11,3790
有没有人和我一样，小时候吃的都是这种西瓜,2,11,3791
真相了！姜萍同学数字笔记实拍！真的假的一目了然,2,11,3792
范丽琴畅谈运动会，背景音乐经典盖过说话声,1,11,3793
人生无常—吴谢宇的八字,1,11,3794
数学天才姜萍爆火，常熟理工等高校回应,1,11,3795
狂魔哥晋级1900遇狂暴达摩，国服程咬金梦被猎魔人击碎,1,11,3796
景甜面相分析,1,11,3797
我要上浙大！请大家监督我! Day 109 6月9日,1,11,3798
赵喜娜几乎全裸出席奥斯卡颁奖礼，后台画面显示穿了安全裤,1,11,3799
薛其坤：我考了三次研才考上读博7年，靠追求极致克服困难,1,11,3800
高考600分没书读怎么办,1,11,3801
聊一下姜萍同学怎么作弊这个事,1,11,3802
医生只需要兼顾上课和救人就行了，教务处、行政人员和留学生要考虑的就多了。真没想到，这位老师竟然停诊了。,1,11,3803
终于当了一回爽文主角,3,11,3804
民警为了测试现在小孩子的防范意识，当即摇身一变，成为快递员上门拐骗，却没想遇到我之后，画风逐渐开始走偏,14,4,3805
被北大封神的韦东奕：走哪儿都拎着矿泉水，一个原因让人直呼服了,3,4,3806
大型纪录片《马林（思维）传奇》持续为您播出,1,4,3807
姜萍参加决赛了！,1,4,3808
汤唯领奖现场哽咽致谢 “得知她要退休，我特别难过”,2,4,3809
AI换脸遭群嘲，颜值劣势出圈！口是心非 绿茶男，轧戏霸屏，私生子传闻？刘宇宁的翻身史,1,4,3810
【无畏契约】艾沃莉的梦之翼皮肤展示,9,4,3811
理工女与电子信息男,15,14,3812
《校花偷欢》#七猫免费小说,1,14,3813
赵丽颖这么清醒怎么离婚了,1,14,3814
女朋友想给战鹰上提督，却被水友阻止，战老怒了！！,1,14,3815
学霸女生高考仅需一本线分数就能上北大！数学竞赛双金牌学霸的“逆袭”是全靠努力吗？,1,14,3816
决赛！决赛！,1,14,3817
致富经：恐龙养殖，助力村民增收,1,14,3818
4个月燃气费1.5万后续，相关回应中有1个新词，值得我们酌情理解,1,14,3819
怪不得老外，叫我们小莎士比亚……,1,14,3820
姜萍决赛后，一句话平静而霸气，回复外界质疑,1,14,3821
三国杀中秋活动来了，新史诗武将40宝珠兑换。,1,14,3822
“今天上海解放，我这个面不要钱”,1,14,3823
雨天挑战爬黄山天都峰…裤子从山上湿到山下…【来都来了01】,2,14,3824
姜萍比绝大多数成年人都清醒#中专天才少女#教育体制,8,4,3825
马斯克，你太狂了！,1,4,3826
南华大学，欢迎报考！,1,4,3827
烟雨蒙蒙：何书桓向依萍提出分手，尔豪和依萍终于握手言和,12,4,3828
这是国内唯一拥有五险一金的摇滚乐队，大型纪录片《行政摇滚》,1,4,3829
智 商,2,4,3830
