Title,URL,Author,Date,Playbacks,Flash_comments,Duration,date_of_scraping
对王闰秋团伙可能帮助姜萍作弊的可行性及动机分析,https://www.bilibili.com/video/BV1Kx4y1t7mk/,-Galois,· 6-20,3.2万,12,02:36,2024/06/26
消息，姜萍在决赛中打败了同组的美国选手LordEqualsSix，预计赛道第一，加油姜萍,https://www.bilibili.com/video/BV1px4y1t7tP/,力挺姜萍,· 11小时前,2.8万,3,00:13,2024/06/26
姜萍造假实锤！#姜萍#书写字体,https://www.bilibili.com/video/BV1yFgde2EKy/,放慢生活,· 6-22,1360,0,01:03,2024/06/26
这次应该稳了，姜萍轻松完成决赛，笑着走出考场,https://www.bilibili.com/video/BV1K43GePEvQ/,伤心遗憾龙,· 6-24,5734,0,00:17,2024/06/26
成龙劝姜萍,https://www.bilibili.com/video/BV1mf421B7P6/,西北东南旋风财,· 6-23,2151,0,01:03,2024/06/26
姜萍作弊？让子弹飞一会儿,https://www.bilibili.com/video/BV1LS421d7KE/,伍博士数学,· 6-19,8647,0,00:08,2024/06/26
张雪峰聊姜萍，大学学数学专业的两个前提,https://www.bilibili.com/video/BV1if421B7bH/,升学规划康老师,· 6-25,2965,1,00:33,2024/06/26
姜萍没有作弊，姜萍校长十分高兴,https://www.bilibili.com/video/BV1ykgvetEzi/,姜萍1,· 6-22,5.5万,1,00:17,2024/06/26
【采访第400名初中生和老师】对比【采访12名姜萍跟王闰秋】,https://www.bilibili.com/video/BV1N4421D7ZC/,第一热门跟踪,· 6-21,1.4万,1,00:55,2024/06/26
在姜萍中专门口祈祷,https://www.bilibili.com/video/BV1DM4m1m7eJ/,心酸就要吃甜菜,· 6-25,4450,2,00:37,2024/06/26
姜萍是学霸文主角，反派真见不得主角好！,https://www.bilibili.com/video/BV1xz42187aj/,半勺大西瓜,· 6-19,4.1万,101,00:47,2024/06/26
姜萍事件已往胖猫事件发展，背后搞小动作，百位UP的视频被隐藏！全名直接搜索不到！！,https://www.bilibili.com/video/BV1ow4m1e7ho/,热门追踪后续,· 昨天,6560,0,02:20,2024/06/26
彻底结束!!姜萍熟人匿名爆料全部真相!闹剧就此收尾!,https://www.bilibili.com/video/BV1Qr421F77Y/,娱乐前线突击,· 16小时前,5497,0,08:36,2024/06/26
大型纪录片《绝代天骄姜萍》持续播出,https://www.bilibili.com/video/BV1by411z7Wr/,佛系少女养生计划,· 6-20,5万,8,01:10,2024/06/26
阿里巴巴数学决赛题目公布 对姜萍挑战很大,https://www.bilibili.com/video/BV1kE421P7fZ/,龙哥ai炼丹,· 6-23,2916,3,00:59,2024/06/26
姜萍记者采访花絮流出，漏洞百出，疑点越来越多了,https://www.bilibili.com/video/BV1Avg6eBEiU/,Mirukl,· 6-23,19.7万,240,01:09,2024/06/26
涟水中专校长  #涟水 #涟水中专 #涟水中等专业学校 #姜萍 #涟水中专的笑容要藏不住了,https://www.bilibili.com/video/BV1DaVYeTEEM/,ie值存在,· 6-15,3.1万,0,00:17,2024/06/26
如何评价姜萍事件？,https://www.bilibili.com/video/BV1zf421Q7hH/,垫底辣妹喔,· 6-17,2.7万,12,01:09,2024/06/26
你们是活不到决赛出成绩的那一天吗？！姜萍,https://www.bilibili.com/video/BV1um42157jX/,栗式白老板,· 6-24,1861,2,09:05,2024/06/26
姜萍比赛五百万人看？数学天才少女姜萍，质疑她的人可以闭嘴了！,https://www.bilibili.com/video/BV1fb421J7L1/,卯卯姐,· 6-24,2788,8,06:13,2024/06/26
有公司出钱诋毁姜萍？小心境外不法势力摧毁我们的天才！,https://www.bilibili.com/video/BV1Nw4m1e78s/,哲学派乒乓球,· 6-24,3272,2,01:04,2024/06/26
姜萍家乡已有千万网红去往参观，但500万津巴布韦币可能成空,https://www.bilibili.com/video/BV1zM4m1m7eh/,综艺娱乐官方,· 6-24,1758,0,00:50,2024/06/26
【姜萍决赛】300万人观看姜萍！！！姜萍可能真的是有实力！！！,https://www.bilibili.com/video/BV1oS421d7Bb/,第一热门跟踪,· 6-23,4.7万,135,05:37,2024/06/26
北大赵斌疑认输，向姜萍道歉，或是拿不出500万，打脸来的太快了,https://www.bilibili.com/video/BV1aT421a73X/,娱乐先知,· 6-25,2.2万,105,02:05,2024/06/26
为什么我说姜萍是作弊者？,https://www.bilibili.com/video/BV1EsgTeKET1/,深夜的卷王,· 6-19,7036,1,00:15,2024/06/26
jumping姜萍的80多分的试卷，我觉得全球12名的水平轻轻松松能拿个满分吧？,https://www.bilibili.com/video/BV1as421M7hy/,甄机坊,· 6-20,4.3万,11,02:05,2024/06/26
姜萍最新采访视频！村里人：从小就成绩好，懂事、孝敬、有爱心,https://www.bilibili.com/video/BV1P1421k71L/,时事速报,· 6-25,1432,0,01:53,2024/06/26
Jumping姜萍火后，数学课本三巨头被疯抢,https://www.bilibili.com/video/BV17n4y1X7nC/,心酸就要吃甜菜,· 6-23,1.8万,8,00:38,2024/06/26
姜萍纪录片/姜萍采访/姜萍达摩院/阿里巴巴数学竞赛/17岁中专,https://www.bilibili.com/video/BV1qkgLedErj/,练习科研的个人练习生,· 6-17,8.8万,351,04:11,2024/06/26
如何看待凤凰网姜萍专访此时发布？维持热度！！原来是友军啊哈哈哈哈,https://www.bilibili.com/video/BV1tM4m1m7WY/,热门追踪后续,· 20小时前,3821,1,01:36,2024/06/26
【逆天整活】【数学证明】姜萍等式在伽马函数的妙用！用姜萍等式求证Γ(1/2)=✓π！！,https://www.bilibili.com/video/BV1Tw4m1e76R/,浪荡の鸡贼丶,· 6-20,5417,5,01:36,2024/06/26
阿里数赛选手联名信。大物理学家原子能之父费米跟姜萍犯了同一个错误！,https://www.bilibili.com/video/BV1Ri421e75o/,亚洲老大李景亮,· 6-22,14.1万,135,03:43,2024/06/26
姜萍决赛难不难？64人得零分,https://www.bilibili.com/video/BV1DP3Ke9E1F/,王朝风云1,· 昨天,3137,0,01:18,2024/06/26
姜萍被质疑代考，作弊,https://www.bilibili.com/video/BV1Mx4y1t7me/,SyriaX困兽,· 6-17,7.3万,2,00:10,2024/06/26
阿里数赛选手联名信。大物理学家原子能之父费米跟姜萍犯了同一个错误！,https://www.bilibili.com/video/BV1Ri421e75o/,亚洲老大李景亮,· 6-22,14.1万,135,03:43,2024/06/26
姜萍决赛难不难？64人得零分,https://www.bilibili.com/video/BV1DP3Ke9E1F/,王朝风云1,· 昨天,3137,0,01:18,2024/06/26
姜萍被质疑代考，作弊,https://www.bilibili.com/video/BV1Mx4y1t7me/,SyriaX困兽,· 6-17,7.3万,2,00:10,2024/06/26
那些质疑姜萍作弊的打脸了吧,https://www.bilibili.com/video/BV1Yi421e7EC/,姜萍数学大师,· 6-23,2万,3,00:11,2024/06/26
姜萍被质疑？网友吵翻天？姜萍同学终于出来说话了！！,https://www.bilibili.com/video/BV1d1421r72D/,第一热门跟踪,· 6-18,2.3万,6,01:08,2024/06/26
姜萍父亲谈姜萍，不知为何没谈到姜萍数学方面天赋,https://www.bilibili.com/video/BV1gS411A7Bt/,热门追踪后续,· 6-24,1866,1,01:08,2024/06/26
数学天才变学术妲己？姜萍作弊传言愈演愈烈，Σ写错师生恋谣言 【涟水中专】【阿里巴巴】【全球数学竞赛】,https://www.bilibili.com/video/BV1Cy411q7Ja/,热奶茶酸辣粉,· 6-20,17.1万,20,01:20,2024/06/26
数学天才姜萍为什么会被质疑？,https://www.bilibili.com/video/BV1D4421S7L1/,大龙大声说,· 6-24,2365,18,02:25,2024/06/26
【姜萍事件】，一张图鉴定网传聊天记录的真假！！,https://www.bilibili.com/video/BV1Br421F7cW/,热门追踪后续,· 6-22,6678,0,01:15,2024/06/26
姜萍答题是本人亲自考的吗？是否借助外力？（不设立场，只看看塔塔咋说）,https://www.bilibili.com/video/BV1jW421R7hK/,星家巫女,· 6-20,1万,12,05:25,2024/06/26
姜萍: 上一世的九转数道尊者，这一世穿越到了普通中专学校的一名服装设计学生身上,https://www.bilibili.com/video/BV1Qi421v73x/,中二少师,· 6-15,5.1万,27,00:57,2024/06/26
反转终于来了，姜萍就是作弊，成绩作假！！！,https://www.bilibili.com/video/BV1Rx4y147ZD/,甄机坊,· 6-21,4.4万,0,03:15,2024/06/26
”网传姜萍参加决赛笑着走出考场”（线上考试走出考场？）,https://www.bilibili.com/video/BV18h3EeREnw/,范科坤比勤,· 6-24,2774,1,01:00,2024/06/26
姜萍暑假计划曝光！外出打工赚学费,https://www.bilibili.com/video/BV1Ln4y1X7WG/,金牌娱乐酱,· 13小时前,724,0,01:21,2024/06/26
以生命担保，姜萍事件造假，否则给评论区点赞最高的人一万块钱。,https://www.bilibili.com/video/BV1Qw4m1Y7nE/,僚立,· 6-19,2.4万,18,01:17,2024/06/26
通过姜萍事件解读“大众心理学”｜Share,https://www.bilibili.com/video/BV1oS411w76B/,陈一兔SAMA,· 6-22,2.5万,247,11:08,2024/06/26
姜萍事件目前互联网各大平台风向,https://www.bilibili.com/video/BV1zS421d7Eb/,呵姆渡,· 6-20,2.4万,0,00:16,2024/06/26
在小小的字典中查找专业词汇的姜萍值得大家学习,https://www.bilibili.com/video/BV1W9gTejEyq/,传奇数学家jumping,· 6-19,8.2万,38,00:13,2024/06/26
来了它来了！！！姜萍事件很快就会有结果 ！！！,https://www.bilibili.com/video/BV1rJ4m1u7DY/,热门追踪后续,· 6-24,2745,2,04:01,2024/06/26
还在支持姜萍的人就是活该上中专，有些人的认知配得上他们的苦难,https://www.bilibili.com/video/BV1HJ4m1u73n/,僚立,· 6-24,1412,0,01:08,2024/06/26
中专女生姜萍vs家里蹲大学陈锃【阿里全球数学竞赛】,https://www.bilibili.com/video/BV1BYgeeyEvb/,梓蘅1988,· 6-23,27.1万,100,00:36,2024/06/26
【恒姞塔罗】玄学角度看姜萍的数学天赋,https://www.bilibili.com/video/BV1kZ421u7Wj/,恒姞塔罗,· 6-14,9655,1,12:37,2024/06/26
姜萍同班同学发声，证明姜萍完全有实力拿捏决赛,https://www.bilibili.com/video/BV1553qeEEF1/,沐沐微课,· 8小时前,3484,0,00:17,2024/06/26
姜萍学校村子成网红打卡点，事情马上将水落石出,https://www.bilibili.com/video/BV1R4421S7RN/,是绅士汤呀,· 6-21,4282,1,01:08,2024/06/26
数学博士生从数学角度客观回答和阿里巴巴竞赛以及姜萍同学有关的六个问题！,https://www.bilibili.com/video/BV12y411z7PC/,钰子一,· 6-21,31.4万,795,07:22,2024/06/26
大概率看不到姜萍的最后成绩了！除非她考到单赛道的前17名,https://www.bilibili.com/video/BV1ZPg6eZEhs/,人间-清醒酱,· 6-23,2.8万,12,01:39,2024/06/26
全网首发   &quot;姜圣&quot;（姜萍）生辰八字分析,https://www.bilibili.com/video/BV1DkgXenE6Q/,云俟尘命理,· 6-22,1.2万,4,07:28,2024/06/26
如何看待凤凰网姜萍专访此时发布？维持热度！！原来是友军啊哈哈哈哈,https://www.bilibili.com/video/BV1tM4m1m7WY/,热门追踪后续,· 20小时前,3821,1,01:36,2024/06/26
姜萍事件的真相来啦！看懂这个视频的全部内容，你就能彻底理解姜萍有没有作弊了！,https://www.bilibili.com/video/BV15W421R7Cd/,喵喵大萌儿,· 6-25,3690,16,36:48,2024/06/26
姜萍老师王闰秋造假，维护数学尊严,https://www.bilibili.com/video/BV18r421F7GM/,僚立,· 6-19,1.6万,15,01:17,2024/06/26
姜萍参加的数学竞赛题目都看不懂,https://www.bilibili.com/video/BV1vwVee2Ekx/,石格拉底下,· 6-15,1.1万,1,01:59,2024/06/26
评网暴姜萍作弊的喷子们,https://www.bilibili.com/video/BV16Z421g7SP/,上官茂华,· 6-23,2162,5,06:34,2024/06/26
“打假斗士”方舟子打假姜萍，胡说八道见不得人好,https://www.bilibili.com/video/BV1Cx4y147Xj/,瓜姨太,· 6-18,27万,21,00:19,2024/06/26
国外网友看姜萍，一起看看老外怎么评论的,https://www.bilibili.com/video/BV1Ps421M7LN/,热评一姐,· 6-25,432,0,01:29,2024/06/26
北大硕士实锤质疑姜萍，列出了很多证据，是否能打假成功？,https://www.bilibili.com/video/BV1Rb421J7Pe/,酱喵的椒花,· 6-21,4718,0,01:16,2024/06/26
姜萍，考83你让我怎么相信没造假？,https://www.bilibili.com/video/BV1pWg3epEnP/,开小号发一句,· 6-20,612,0,00:32,2024/06/26
从姜萍身上得到的启发#姜萍 #阿里巴巴数学竞赛 #涟水中等专业学校,https://www.bilibili.com/video/BV1DE421P7ab/,泗阳陈老师,· 6-14,1万,10,06:07,2024/06/26
姜萍事件被石锤后的后果到底有多严重？最倒霉的是谁？能全身而退的又是谁？,https://www.bilibili.com/video/BV1xf421Q7Kh/,热门追踪后续,· 6-22,7333,2,02:28,2024/06/26
【姜萍事件】，神秘力量出手！隐藏我的六个视频！关键词直接搜索不到？,https://www.bilibili.com/video/BV1fn4y1Q7Lu/,热门追踪后续,· 6-24,4178,0,02:24,2024/06/26
【今日评论】姜萍这件事很火，但为什么她的身边人一点消息都没放出来？,https://www.bilibili.com/video/BV1dS3Ge7EAn/,请别叫我搬运工,· 6-24,6140,1,01:01,2024/06/26
查理斯内心选择相信姜萍，因为李斯自己就是文化不行但数学天赋高的，可能他上也可以！,https://www.bilibili.com/video/BV1Vm42157u9/,约约约修亚,· 6-19,1.7万,4,07:14,2024/06/26
姜萍事件又持续升级！30万粉女主持人曝猛料：有人付费请她黑姜萍,https://www.bilibili.com/video/BV1GH4y1w7Gg/,资源帝8娱乐,· 6-25,1613,0,02:07,2024/06/26
姜萍，考83你让我怎么相信没造假？,https://www.bilibili.com/video/BV1pWg3epEnP/,开小号发一句,· 6-20,612,0,00:32,2024/06/26
从姜萍身上得到的启发#姜萍 #阿里巴巴数学竞赛 #涟水中等专业学校,https://www.bilibili.com/video/BV1DE421P7ab/,泗阳陈老师,· 6-14,1万,10,06:07,2024/06/26
姜萍事件被石锤后的后果到底有多严重？最倒霉的是谁？能全身而退的又是谁？,https://www.bilibili.com/video/BV1xf421Q7Kh/,热门追踪后续,· 6-22,7333,2,02:28,2024/06/26
【姜萍事件】，神秘力量出手！隐藏我的六个视频！关键词直接搜索不到？,https://www.bilibili.com/video/BV1fn4y1Q7Lu/,热门追踪后续,· 6-24,4178,0,02:24,2024/06/26
【今日评论】姜萍这件事很火，但为什么她的身边人一点消息都没放出来？,https://www.bilibili.com/video/BV1dS3Ge7EAn/,请别叫我搬运工,· 6-24,6140,1,01:01,2024/06/26
查理斯内心选择相信姜萍，因为李斯自己就是文化不行但数学天赋高的，可能他上也可以！,https://www.bilibili.com/video/BV1Vm42157u9/,约约约修亚,· 6-19,1.7万,4,07:14,2024/06/26
姜萍事件又持续升级！30万粉女主持人曝猛料：有人付费请她黑姜萍,https://www.bilibili.com/video/BV1GH4y1w7Gg/,资源帝8娱乐,· 6-25,1613,0,02:07,2024/06/26
彻底结束!!姜萍熟人匿名爆料全部真相!闹剧就此收尾!,https://www.bilibili.com/video/BV1RM4m1m7ZX/,综艺娱乐官方,· 11小时前,949,0,14:49,2024/06/26
【姜萍事件】阿里，你颁奖我也颁奖，丁冉值得,https://www.bilibili.com/video/BV1KS3VeTEAQ/,七分瓜农,· 6-24,5084,4,02:11,2024/06/26
姜萍自证清白？,https://www.bilibili.com/video/BV1v6421Z7EF/,资深de魔法师,· 6-23,2996,0,00:59,2024/06/26
dy发姜萍中专数学83他是真限流,https://www.bilibili.com/video/BV1hs421M7rw/,能力与道德,· 6-22,1547,0,03:02,2024/06/26
姜萍已经被北大录取了！,https://www.bilibili.com/video/BV1r1gyejEJX/,流儿球玊阿伟罗,· 6-21,3636,0,00:31,2024/06/26
姜萍17岁涟水中专女生阿里巴巴全球数学竞赛第12名,https://www.bilibili.com/video/BV1hm421V7x9/,唐风融媒,· 6-16,5557,2,04:11,2024/06/26
结局是阿里巴巴永不认输——姜萍与皇帝的罗生门,https://www.bilibili.com/video/BV1FpgXeNEpq/,组合极值,· 6-22,1.4万,8,11:07,2024/06/26
姜萍最新消息！决赛考题露出！到底能拿多少分？,https://www.bilibili.com/video/BV16i421a7tE/,综艺娱乐官方,· 6-23,2002,0,01:50,2024/06/26
姜萍事件最大问题方是阿里达摩院。,https://www.bilibili.com/video/BV1hs421T7Gw/,观察者明镜,· 6-25,256,0,00:44,2024/06/26
卧槽! 姜萍被北大硕士举报作弊! 背后竟有高人指点?,https://www.bilibili.com/video/BV1n6421Z7Pe/,娱乐万花筒呀,· 6-21,2239,3,02:29,2024/06/26
姜萍同学别学服装设计了，张雪峰老师建议你学数学！,https://www.bilibili.com/video/BV1ar421F71J/,张雪峰讲高考,· 6-15,4万,22,03:52,2024/06/26
姜萍事件究竟是怎么回事作为一个中国人太希望国家出一个天才了本来特别高兴现在纠结得两天没睡了太痛苦,https://www.bilibili.com/video/BV13b421p7aE/,铁大比鸟山,· 6-21,3841,3,02:06,2024/06/26
来了来了！姜萍决赛题目公布！这难度我看都看不明白,https://www.bilibili.com/video/BV1Nf421z72p/,百米扬程,· 6-23,4763,1,01:02,2024/06/26
姜萍决赛加油，叔叔阿姨们都在支持你 !,https://www.bilibili.com/video/BV1Q4421Q7Rp/,赛里斯抽象导师,· 6-23,7828,4,00:17,2024/06/26
北大硕士赵斌质疑姜萍造假稳赚不赔我就支持姜萍挨骂！不是未来预测而是游戏看结果吧！,https://www.bilibili.com/video/BV1Dr421F7hS/,张德礼教授清北人,· 6-24,8708,2,03:44,2024/06/26
别人：唉! 校长，吃饭了吗?涟水校长：你怎么知道我们学校姜萍，数学竞赛全~球~第十二!,https://www.bilibili.com/video/BV1RnVYeyEou/,酋长卯,· 6-15,95万,44,00:10,2024/06/26
初三少年和姜萍一起入围全球数学决赛，去年保送清华大学求真书院,https://www.bilibili.com/video/BV1Hf421Q71y/,掌闻视讯,· 6-16,13.2万,26,01:08,2024/06/26
姜萍根本没有作弊，阿里巴巴全球数学竞赛决赛官方考试现场流出！,https://www.bilibili.com/video/BV1mx4y147JC/,麦克阿瑟录纪片,· 6-23,1.3万,2,01:35,2024/06/26
姜萍:“坏了︕”,https://www.bilibili.com/video/BV1Li421v7jE/,大界王肥条,· 6-21,17.1万,1,00:08,2024/06/26
姜萍事件越来越朝着魔幻现实主义的方向发展了。,https://www.bilibili.com/video/BV1jt3VeHEMc/,抠脚大汉一一老马,· 6-24,4758,1,02:05,2024/06/26
姜萍事件影响有多大？逆天集美，支持姜萍骂不过网友直接报警，给sir整无语了哈哈哈！！,https://www.bilibili.com/video/BV1AH4y1w7E8/,综艺娱乐官方,· 22小时前,1310,0,02:51,2024/06/26
集美维护姜萍造谣赵斌，然后光速拉黑,https://www.bilibili.com/video/BV1WZ421M7wc/,鸡你实在是太美蔡徐坤,· 6-23,2074,0,00:22,2024/06/26
姜萍结束征战！铁血少女燃爆全场！,https://www.bilibili.com/video/BV1VigredEum/,伤心遗憾龙,· 6-23,2.9万,2,00:21,2024/06/26
姜萍事件终结   赵斌道歉打破质疑,https://www.bilibili.com/video/BV1Ri421a7u9/,何须早起,· 6-25,809,0,00:44,2024/06/26
姜萍有没有参加决赛,https://www.bilibili.com/video/BV1MvgveAE15/,真的意难萍,· 6-22,7402,0,00:13,2024/06/26
姜萍采访读稿子？疑似有提词器，边看稿边发言，说话顿挫+混乱！,https://www.bilibili.com/video/BV1XX3GeLEUq/,追寻你的日子,· 6-24,2047,1,10:46,2024/06/26
不同人看姜萍,https://www.bilibili.com/video/BV17J4m1u7k2/,七情六欲小道人,· 6-25,2700,2,00:27,2024/06/26
娱乐速占 姜萍,https://www.bilibili.com/video/BV18n4y1X73Y/,出马太饱饱,· 6-16,5898,0,02:48,2024/06/26
第一个为网传姜萍成绩名单第二个是我从涟水县政府官网上找到的贫困生补助名单（对应人数35/89毕竟不是所有人都是贫困生）,https://www.bilibili.com/video/BV13T421Y7rR/,十成七点五,· 6-25,2254,0,00:13,2024/06/26
高斯VS姜萍，谁会胜出呢？,https://www.bilibili.com/video/BV1X83neAETY/,是一只崽子,· 6-25,1538,7,00:38,2024/06/26
姜萍竞赛幕后推手终于出来了!已经开始引导风向，将无法质疑姜萍,https://www.bilibili.com/video/BV1yy411z7j8/,是绅士汤呀,· 6-25,878,0,01:17,2024/06/26
数学天才姜萍是什么水平！中科院博士刘奔还在她后面！,https://www.bilibili.com/video/BV1NS411N7mF/,快乐小李李,· 6-15,1.8万,6,01:16,2024/06/26
姜萍决赛后，参加我是歌手2024独家画面曝出!,https://www.bilibili.com/video/BV1Wf421B7VK/,是绅士汤呀,· 6-24,4126,0,02:15,2024/06/26
打脸！姜萍已完成全部赛题！,https://www.bilibili.com/video/BV1R935epEv6/,企鹅吃豆豆,· 6-24,2.7万,0,00:13,2024/06/26
一位中年妇女，对姜萍说：我是你妈妈,https://www.bilibili.com/video/BV1z4421Q7f1/,赛里斯抽象导师,· 6-23,1.9万,28,00:37,2024/06/26
第一个为网传姜萍成绩名单第二个是我从涟水县政府官网上找到的贫困生补助名单（对应人数35/89毕竟不是所有人都是贫困生）,https://www.bilibili.com/video/BV13T421Y7rR/,十成七点五,· 6-25,2254,0,00:13,2024/06/26
高斯VS姜萍，谁会胜出呢？,https://www.bilibili.com/video/BV1X83neAETY/,是一只崽子,· 6-25,1538,7,00:38,2024/06/26
姜萍竞赛幕后推手终于出来了!已经开始引导风向，将无法质疑姜萍,https://www.bilibili.com/video/BV1yy411z7j8/,是绅士汤呀,· 6-25,878,0,01:17,2024/06/26
数学天才姜萍是什么水平！中科院博士刘奔还在她后面！,https://www.bilibili.com/video/BV1NS411N7mF/,快乐小李李,· 6-15,1.8万,6,01:16,2024/06/26
姜萍决赛后，参加我是歌手2024独家画面曝出!,https://www.bilibili.com/video/BV1Wf421B7VK/,是绅士汤呀,· 6-24,4126,0,02:15,2024/06/26
打脸！姜萍已完成全部赛题！,https://www.bilibili.com/video/BV1R935epEv6/,企鹅吃豆豆,· 6-24,2.7万,0,00:13,2024/06/26
一位中年妇女，对姜萍说：我是你妈妈,https://www.bilibili.com/video/BV1z4421Q7f1/,赛里斯抽象导师,· 6-23,1.9万,28,00:37,2024/06/26
姜萍：清华北大，很强吗？,https://www.bilibili.com/video/BV1FS411A7Fu/,B站经济学院,· 6-19,6.6万,18,01:10,2024/06/26
考古姜萍专访视频评论区！,https://www.bilibili.com/video/BV1qi421e7FJ/,辛芷蕾二儿子,· 6-20,915,0,01:51,2024/06/26
好消息，只看了两本书全球第12的姜萍,https://www.bilibili.com/video/BV15MgBeEEVk/,姜萍1,· 6-23,4.6万,11,00:23,2024/06/26
姜萍事件，你们为什么欺负一个小女孩？,https://www.bilibili.com/video/BV15w4m1e7yS/,赛里斯抽象导师,· 6-23,3112,0,00:36,2024/06/26
技校生学习姜萍同学，怒刷高等数学题,https://www.bilibili.com/video/BV1GW421R7JY/,不会还有人摆烂吧,· 6-19,9323,103,01:13,2024/06/26
姜萍消失的日子,https://www.bilibili.com/video/BV1YjghefEWL/,imrforever,· 6-22,1798,1,14:18,2024/06/26
人大硕毕业，考研数学137，称质疑姜萍的都是庸才,https://www.bilibili.com/video/BV18B3FeTEuY/,藤樱,· 6-25,1213,2,03:05,2024/06/26
北大硕士急眼了，姜萍拿到阿里巴巴数学竞赛金奖了,https://www.bilibili.com/video/BV1DBgze2Er3/,姜萍1,· 6-23,2180,0,01:04,2024/06/26
我认为姜萍没有作弊！！！原因有三点！！！100％证明是她自己做的,https://www.bilibili.com/video/BV1Qr421F7Zw/,第一热门跟踪,· 6-21,4.9万,18,02:09,2024/06/26
学术质疑我认同，但是你这个造谣传谣说姜萍与老师纯在不正当关系，带来的后果你负责的起吗？,https://www.bilibili.com/video/BV1tM4m1m7i4/,DavidWang1212,· 6-21,5833,1,00:22,2024/06/26
笑喷！网友围绕姜萍展开“爽文创作大赛”，第13名刘奔搞笑回应,https://www.bilibili.com/video/BV1oD421M7at/,主持人王洋,· 6-15,5.9万,27,01:39,2024/06/26
姜萍成绩是否造假？世界记忆冠军大卫哥连麦不懂数学却连夜恶补的懂哥，懂哥觉得姜萍有自己的一套模式，这个模式是什么需要懂哥来猜测吗？原来相信姜萍的都是这群懂哥！,https://www.bilibili.com/video/BV1zz421B7b6/,甄机坊,· 6-20,2913,0,02:04,2024/06/26
【吃瓜sp65】17岁中专少女姜萍逆袭阿里巴巴数学竞赛全球12名事件完整复盘！,https://www.bilibili.com/video/BV1PM4m1S7ra/,神烦XP,· 6-14,85.1万,1353,04:50,2024/06/26
贝叶斯推理揭示真相：姜萍是否作弊？,https://www.bilibili.com/video/BV1Ps421M7GW/,格物时间,· 6-23,9.6万,76,03:28,2024/06/26
关于姜萍-人才究竟是计划培养的还是自由生长的？阿里数学竞赛风波 在读中专生排名12 仅仅因为姜萍是中专生就应该被特别质疑吗,https://www.bilibili.com/video/BV1QT421a7N7/,郑岳峰,· 15小时前,4063,10,16:41,2024/06/26
姜萍的采访就是一个万能模板！她更像是一个采访天才,https://www.bilibili.com/video/BV1gS411A7KL/,社工社,· 7小时前,3128,6,04:43,2024/06/26
赵斌发声！否认姜萍作弊！但认为这次事件在作秀，完全造假！#姜萍 #赵斌 #阿里竞赛 #作弊 #造假,https://www.bilibili.com/video/BV1eS421d7D8/,熊哥共享婚纱城,· 6-25,1791,0,11:38,2024/06/26
姜萍爆火后，来看看网上那些逆天言论,https://www.bilibili.com/video/BV1Vm42157aP/,逆天言论赏析,· 6-20,3629,0,01:37,2024/06/26
从评论区画风看姜萍事件下各方心理转变【迟毓凯】,https://www.bilibili.com/video/BV1Pb421p794/,心理学迟老师,· 6-25,4.3万,223,09:59,2024/06/26
人人都可是“姜萍”,https://www.bilibili.com/video/BV1Qn4y1X7rX/,暴叔讲升学规划,· 6-22,2330,1,01:17,2024/06/26
姜萍采访，但是针眼画师,https://www.bilibili.com/video/BV1Vm42157vr/,葛洛卡大主教,· 6-23,1539,0,01:12,2024/06/26
姜萍板书的错题是怎么产生的？,https://www.bilibili.com/video/BV11E421N7Bi/,南村人123,· 6-22,2.7万,46,02:35,2024/06/26
【姜萍事件跟踪】 ，为什么姜萍事件这么多天一直没反转成功？,https://www.bilibili.com/video/BV1Cm42137wF/,热门追踪后续,· 6-24,6201,0,02:17,2024/06/26
北大硕士谈姜萍作弊，有些网友急了，你支持谁？,https://www.bilibili.com/video/BV1m6421Z7zG/,酱喵的椒花,· 6-21,3313,0,01:09,2024/06/26
姜萍是如何作弊的!一分钟告诉你真相,https://www.bilibili.com/video/BV1By411z7zy/,是绅士汤呀,· 6-24,1230,0,01:21,2024/06/26
万万没想到，姜萍参与决赛后又起波澜！有些人坐不住了！,https://www.bilibili.com/video/BV1Tn3ge8EpZ/,深圳张导,· 6-23,2803,2,00:47,2024/06/26
姜萍决赛成绩如不理想，网友不应嘲讽（原创作者:喻会能，即有梦最美666）,https://www.bilibili.com/video/BV1XDgPeDENX/,有梦最美666,· 6-19,1504,0,01:36,2024/06/26
这次比的是数学，如果比的是裁缝，你们会输的更惨——姜萍,https://www.bilibili.com/video/BV16E421P7BE/,整活儿王德发,· 6-15,2.8万,10,01:19,2024/06/26
各路数学大神，不断在姜萍的笔记发现新定理！！！-,https://www.bilibili.com/video/BV1Rs421T7v5/,是绅士汤呀,· 6-25,1330,0,01:52,2024/06/26
考数学别人写解字 姜萍都快答完了,https://www.bilibili.com/video/BV1Un4y197Em/,央视网,· 6-14,52.5万,477,00:45,2024/06/26
姜萍王润秋，天才还是普通人，涟水本地人透露事实真相。,https://www.bilibili.com/video/BV1QQ3geMEzw/,AI_Learn,· 6-23,7.4万,317,16:38,2024/06/26
粗大事了，我以后退出姜萍质疑圈！,https://www.bilibili.com/video/BV1bs421T7GK/,黑武士河豚,· 7小时前,2077,0,07:27,2024/06/26
姜萍将成为国民女神！你支持吗？,https://www.bilibili.com/video/BV1Dz421B7Eb/,综艺娱乐官方,· 6-23,1681,0,00:24,2024/06/26
