Title,URL,Author,Date,Playbacks,Flash_comments,Duration
姜萍参加了决赛完成了任务，人民日报都报道了，即将拿金奖，被北大录取,https://www.bilibili.com/video/BV1yZgaeSEwJ/,姜萍1,· 6-22,6.3万,2,00:11,2024/06/26
事情闹大了！北大硕士实名打假姜萍作弊 并愿意对赌500万质疑姜萍造假,https://www.bilibili.com/video/BV15J4m1u7Cc/,捌解灶,· 6-19,5681,1,01:50,2024/06/26
否定姜萍？因为他们破防了。,https://www.bilibili.com/video/BV1GE421A7Sq/,丑穷女孩陈浪浪,· 6-18,16.5万,1340,02:13,2024/06/26
已售五百！姜萍高等数学衣服答案款来了！,https://www.bilibili.com/video/BV1Xx4y147z8/,亖亖亖亖龟,· 6-22,9982,5,00:21,2024/06/26
那些打假姜萍的人，脑子都是怎么想的？！都找到了什么证据？#姜萍 #数学天才 #胜寒高智商俱乐部,https://www.bilibili.com/video/BV1FigPewEqN/,能否讲智商,· 6-19,3800,3,03:50,2024/06/26
母式秒杀：质疑=酸=迫害，数学圣体姜萍の不可质疑性与关于谢惠明的数学方面,https://www.bilibili.com/video/BV1B1gbewEqg/,全橘变量QwQ,· 6-22,1万,6,04:33,2024/06/26
【2+2=4】阿里天才少女姜萍黑板题怎么解&amp;摆拍人员抄错了哪些数学公式板书,https://www.bilibili.com/video/BV1nf421B7MR/,THU_F1美羊羊桑,· 6-16,13.2万,172,10:00,2024/06/26
姜萍自证清白？,https://www.bilibili.com/video/BV1v6421Z7EF/,资深de魔法师,· 6-23,2994,0,00:59,2024/06/26
父母拿自己和姜萍比怎么办，我已经上985了啊?,https://www.bilibili.com/video/BV13x4y187gD/,垫底辣妹喔,· 6-22,8067,2,01:01,2024/06/26
姜萍同学事件。你们质疑归质疑，怎么还造起人家黄谣来了呢？,https://www.bilibili.com/video/BV1ym421376L/,不怼好人,· 6-22,1万,10,36:57,2024/06/26
姜萍老师王闰秋最新发声，恳请网友1件事情，屏幕的你应该能做到,https://www.bilibili.com/video/BV1iz421z7z3/,青哇阳光说太阳在,· 6-16,7078,0,01:14,2024/06/26
彻底结束!!姜萍熟人匿名爆料全部真相!闹剧就此收尾!,https://www.bilibili.com/video/BV1m6421Z79c/,甄机坊,· 昨天,1.4万,7,08:21,2024/06/26
网友又发现了姜萍抄错的地方，姜萍新公式即将诞生？,https://www.bilibili.com/video/BV1jJ4m1u7DV/,幻影猫阿瑞,· 6-23,1.4万,2,00:35,2024/06/26
姜萍自证清白？,https://www.bilibili.com/video/BV1v6421Z7EF/,资深de魔法师,· 6-23,2994,0,00:59,2024/06/26
父母拿自己和姜萍比怎么办，我已经上985了啊?,https://www.bilibili.com/video/BV13x4y187gD/,垫底辣妹喔,· 6-22,8067,2,01:01,2024/06/26
姜萍同学事件。你们质疑归质疑，怎么还造起人家黄谣来了呢？,https://www.bilibili.com/video/BV1ym421376L/,不怼好人,· 6-22,1万,10,36:57,2024/06/26
姜萍老师王闰秋最新发声，恳请网友1件事情，屏幕的你应该能做到,https://www.bilibili.com/video/BV1iz421z7z3/,青哇阳光说太阳在,· 6-16,7078,0,01:14,2024/06/26
彻底结束!!姜萍熟人匿名爆料全部真相!闹剧就此收尾!,https://www.bilibili.com/video/BV1m6421Z79c/,甄机坊,· 昨天,1.4万,7,08:21,2024/06/26
网友又发现了姜萍抄错的地方，姜萍新公式即将诞生？,https://www.bilibili.com/video/BV1jJ4m1u7DV/,幻影猫阿瑞,· 6-23,1.4万,2,00:35,2024/06/26
姜萍事件，暴露了各大高校的傲慢,https://www.bilibili.com/video/BV1mz421B7We/,赛里斯抽象导师,· 6-23,4595,3,00:58,2024/06/26
谁在审判姜萍？聊聊女性“待遇”,https://www.bilibili.com/video/BV1sS421d7E4/,北大甜筒,· 6-18,1.4万,7,01:51,2024/06/26
数学天才姜萍为什么会被质疑？,https://www.bilibili.com/video/BV1D4421S7L1/,大龙大声说,· 6-24,2364,18,02:25,2024/06/26
【科普】姜萍事件概述,https://www.bilibili.com/video/BV1ye35eKEcy/,星空下的姆巴佩,· 6-24,1197,0,02:32,2024/06/26
浙大抛出橄榄枝邀请姜萍参加浙大的暑假班,https://www.bilibili.com/video/BV1Am421G7Ni/,资深de魔法师,· 6-24,7235,4,01:12,2024/06/26
如果浙大不愿意录取姜萍，最终她被哈佛麻省破格录取了，你将会有什么想法？,https://www.bilibili.com/video/BV1tw4m1e7Rf/,爱睡觉的小喵呜吖,· 6-22,4万,23,01:13,2024/06/26
火爆猴与大长脸6.21 姜萍要自证，长脸up主也要自证，不然就是瞎起哄没资格谈此事件！（我的&quot;数学造纸&quot;还可以）,https://www.bilibili.com/video/BV1uf421Q7Xo/,花臂喵与耙耳朵长,· 6-22,4507,15,08:13,2024/06/26
质疑姜萍考试作弊？我们要为天才鼓掌，而不是用口水湮没天才！ #姜萍 #阿里巴巴数学竞赛 #天才,https://www.bilibili.com/video/BV1yM4m1U7j5/,李九言说,· 6-15,2万,9,01:41,2024/06/26
张雪峰谈数学天才姜萍，热度高未必是好事，未来学什么专业吃香？,https://www.bilibili.com/video/BV1FZ421M7Sb/,张雪峰说考研就业,· 6-20,8.9万,161,17:46,2024/06/26
姜萍阿里竞赛决赛直播200万人围观,https://www.bilibili.com/video/BV16E421N7j2/,第一热门跟踪,· 6-22,18.7万,5,01:17,2024/06/26
结局是阿里巴巴永不认输——姜萍与皇帝的罗生门,https://www.bilibili.com/video/BV1FpgXeNEpq/,组合极值,· 6-22,1.4万,8,11:07,2024/06/26
姜萍的服装设计水平被严重质疑,https://www.bilibili.com/video/BV1rrgMeVE8N/,姜萍1,· 6-19,2643,0,00:13,2024/06/26
我支持姜萍，不服来辩,https://www.bilibili.com/video/BV1ME421N7y9/,自律哥-文且,· 6-24,3.4万,55,04:14,2024/06/26
姜萍正式决赛！姜爸亲自为女儿敲钟，预祝她能金榜题名,https://www.bilibili.com/video/BV1Bi421a7V5/,素素娱乐,· 6-22,4.7万,26,01:37,2024/06/26
姜萍参加的数学竞赛题目都看不懂,https://www.bilibili.com/video/BV1vwVee2Ekx/,石格拉底下,· 6-15,1.1万,1,01:59,2024/06/26
姜萍已在大部分平台神话，如果真战胜质疑，其将吸粉上亿,https://www.bilibili.com/video/BV1h4421S7cJ/,综艺娱乐官方,· 6-23,1195,0,01:15,2024/06/26
姜萍没有作弊，姜萍校长十分高兴,https://www.bilibili.com/video/BV1ykgvetEzi/,姜萍1,· 6-22,5.5万,1,00:17,2024/06/26
姜萍想上浙大也不是完全不可以,https://www.bilibili.com/video/BV1ub421p7cZ/,长生慢老,· 6-20,1502,1,01:09,2024/06/26
娱乐速占 姜萍,https://www.bilibili.com/video/BV18n4y1X73Y/,出马太饱饱,· 6-16,5874,0,02:48,2024/06/26
如何看待凤凰网姜萍专访此时发布？维持热度！！原来是友军啊哈哈哈哈,https://www.bilibili.com/video/BV1tM4m1m7WY/,热门追踪后续,· 12小时前,3810,1,01:36,2024/06/26
姜萍的事情传到日本，评论区成了意林：这就是中国梦,https://www.bilibili.com/video/BV1w1421k7CJ/,黛玉桑,· 6-18,3028,0,01:30,2024/06/26
姜萍事件已往胖猫事件发展，背后搞小动作，百位UP的视频被隐藏！全名直接搜索不到！！,https://www.bilibili.com/video/BV1ow4m1e7ho/,热门追踪后续,· 17小时前,6553,0,02:20,2024/06/26
姜萍老师王闰秋造假，维护数学尊严,https://www.bilibili.com/video/BV18r421F7GM/,僚立,· 6-19,1.6万,15,01:17,2024/06/26
姜萍，考83你让我怎么相信没造假？,https://www.bilibili.com/video/BV1pWg3epEnP/,开小号发一句,· 6-20,610,0,00:32,2024/06/26
山东姜萍大驾光临？张雪峰吓得直捂胸！,https://www.bilibili.com/video/BV1ri421e7kt/,张雪峰考研经验分享,· 6-21,1135,0,03:23,2024/06/26
女博士骂人是什么样的？逻辑分析姜萍同学事件。,https://www.bilibili.com/video/BV1ES421d7Hn/,不怼好人,· 6-21,1.7万,43,13:31,2024/06/26
有人说姜萍成绩是假的？气死我了,https://www.bilibili.com/video/BV1Nn4y1X7FE/,陈小黑数学,· 6-18,5.3万,176,02:43,2024/06/26
姜萍逆袭干翻名校！中考成绩曝光，却无高中可上而读中专！,https://www.bilibili.com/video/BV1q6421Z7qw/,榆钱斗斗斗,· 6-16,2.5万,8,02:38,2024/06/26
【今日评论】姜萍这件事很火，但为什么她的身边人一点消息都没放出来？,https://www.bilibili.com/video/BV1dS3Ge7EAn/,请别叫我搬运工,· 6-24,6140,1,01:01,2024/06/26
通过姜萍事件解读“大众心理学”｜Share,https://www.bilibili.com/video/BV1oS411w76B/,陈一兔SAMA,· 6-22,2.4万,247,11:08,2024/06/26
姜萍事件真假，决定性的突破口？——深挖姜萍采访视频,https://www.bilibili.com/video/BV1Yo35enEBQ/,飞翔的餐蛋面,· 6-24,5955,0,00:28,2024/06/26
姜萍17岁涟水中专女生阿里巴巴全球数学竞赛第12名,https://www.bilibili.com/video/BV1hm421V7x9/,唐风融媒,· 6-16,5541,2,04:11,2024/06/26
姜萍太火了！孙吧都来了，考试直播更是百万人观看重复画面,https://www.bilibili.com/video/BV1uf421Q7bX/,综艺娱乐官方,· 6-23,638,0,01:26,2024/06/26
评网暴姜萍作弊的喷子们,https://www.bilibili.com/video/BV16Z421g7SP/,上官茂华,· 6-23,2131,5,06:34,2024/06/26
数学差生来说说姜萍不是数学优生的证据,https://www.bilibili.com/video/BV14Qgae9EU2/,这是Jesus,· 6-22,3605,2,21:40,2024/06/26
这次比的是数学，如果比的是裁缝，你们会输的更惨——姜萍,https://www.bilibili.com/video/BV16E421P7BE/,整活儿王德发,· 6-15,2.8万,10,01:19,2024/06/26
姜萍事件真假，决定性的突破口？——深挖姜萍采访视频,https://www.bilibili.com/video/BV1Yo35enEBQ/,飞翔的餐蛋面,· 6-24,5955,0,00:28,2024/06/26
姜萍17岁涟水中专女生阿里巴巴全球数学竞赛第12名,https://www.bilibili.com/video/BV1hm421V7x9/,唐风融媒,· 6-16,5541,2,04:11,2024/06/26
姜萍太火了！孙吧都来了，考试直播更是百万人观看重复画面,https://www.bilibili.com/video/BV1uf421Q7bX/,综艺娱乐官方,· 6-23,638,0,01:26,2024/06/26
评网暴姜萍作弊的喷子们,https://www.bilibili.com/video/BV16Z421g7SP/,上官茂华,· 6-23,2131,5,06:34,2024/06/26
数学差生来说说姜萍不是数学优生的证据,https://www.bilibili.com/video/BV14Qgae9EU2/,这是Jesus,· 6-22,3605,2,21:40,2024/06/26
这次比的是数学，如果比的是裁缝，你们会输的更惨——姜萍,https://www.bilibili.com/video/BV16E421P7BE/,整活儿王德发,· 6-15,2.8万,10,01:19,2024/06/26
姜萍: 上一世的九转数道尊者，这一世穿越到了普通中专学校的一名服装设计学生身上,https://www.bilibili.com/video/BV1Qi421v73x/,中二少师,· 6-15,5.1万,27,00:57,2024/06/26
人人都可是“姜萍”,https://www.bilibili.com/video/BV1Qn4y1X7rX/,暴叔讲升学规划,· 6-22,2312,1,01:17,2024/06/26
外媒报道：中专少女姜萍,https://www.bilibili.com/video/BV1ZS421d797/,Albert英语研习社,· 6-21,6.3万,52,05:41,2024/06/26
Jumping姜萍火后，数学课本三巨头被疯抢,https://www.bilibili.com/video/BV17n4y1X7nC/,心酸就要吃甜菜,· 6-23,1.8万,8,00:38,2024/06/26
姜萍事件目前互联网各大平台风向,https://www.bilibili.com/video/BV1zS421d7Eb/,呵姆渡,· 6-20,2.4万,0,00:16,2024/06/26
姜萍决赛成绩8月公布，阿里决赛遭质疑,https://www.bilibili.com/video/BV1Ez421z7NP/,周树人周先生,· 6-21,8812,38,00:39,2024/06/26
姜萍获得的500万，可能还不如一场直播,https://www.bilibili.com/video/BV1ys421T7nN/,娱乐前线突击,· 6-23,1186,0,02:26,2024/06/26
若不是姜萍，我都不知道，原来各大高校抢人是如此的争奇斗艳！大型纪录片《抢人大战》,https://www.bilibili.com/video/BV1qZ421u7wb/,老王的纪录片传奇,· 6-15,9.1万,31,01:11,2024/06/26
姜萍相关抖音评论合集,https://www.bilibili.com/video/BV16rg6eYEVs/,jeaIousenvy,· 6-23,2910,5,00:25,2024/06/26
姜萍采访完整版，网上看到竞赛就想试一下，一试就成12名,https://www.bilibili.com/video/BV1rf421Q76v/,第一热门跟踪,· 6-20,1.7万,49,07:02,2024/06/26
姜萍作弊（2/2）,https://www.bilibili.com/video/BV1C4421S7oz/,小Q搞笑解说,· 6-20,9.8万,28,01:09,2024/06/26
【逆天整活】【数学证明】姜萍等式在伽马函数的妙用！用姜萍等式求证Γ(1/2)=✓π！！,https://www.bilibili.com/video/BV1Tw4m1e76R/,浪荡の鸡贼丶,· 6-20,5362,5,01:36,2024/06/26
在姜萍中专门口祈祷,https://www.bilibili.com/video/BV1DM4m1m7eJ/,心酸就要吃甜菜,· 昨天,4140,2,00:37,2024/06/26
姜萍事件真的无解了吗？,https://www.bilibili.com/video/BV1t1421r7GD/,第一热门跟踪,· 6-24,7174,0,01:17,2024/06/26
为什么我说姜萍是作弊者？,https://www.bilibili.com/video/BV1EsgTeKET1/,深夜卷王丶,· 6-19,7033,1,00:15,2024/06/26
姜萍父亲露面：是朴实的农民工，村委和邻居纷纷贺喜,https://www.bilibili.com/video/BV13i421i7WN/,素素娱乐,· 6-15,3.9万,21,01:11,2024/06/26
全网首发   &quot;姜圣&quot;（姜萍）生辰八字分析,https://www.bilibili.com/video/BV1DkgXenE6Q/,云俟尘命理,· 6-22,1.2万,4,07:28,2024/06/26
数学天才姜萍现在很危险,https://www.bilibili.com/video/BV1fBVVehEi9/,骆一得,· 6-16,5969,3,02:53,2024/06/26
太讽刺！王艳儿子成高水平篮球运动员被保送北大，姜萍为啥不能,https://www.bilibili.com/video/BV1vn4y1X7kx/,一天到晚洗澡的小娱,· 6-18,1648,3,02:38,2024/06/26
预判姜萍决赛成绩全球前五,https://www.bilibili.com/video/BV1Ts421M7qy/,-佐木,· 6-23,9202,9,00:10,2024/06/26
姜萍事件越来越朝着魔幻现实主义的方向发展了。,https://www.bilibili.com/video/BV1jt3VeHEMc/,抠脚大汉一一老马,· 6-24,4756,1,02:05,2024/06/26
阿里数赛选手联名信。大物理学家原子能之父费米跟姜萍犯了同一个错误！,https://www.bilibili.com/video/BV1Ri421e75o/,亚洲老大李景亮,· 6-22,14.1万,135,03:43,2024/06/26
为什么达摩院需要出面正式回应公众对姜萍的质疑？,https://www.bilibili.com/video/BV1ty411z7kM/,观察者明镜,· 23小时前,152,0,00:48,2024/06/26
万万没想到，姜萍参与决赛后又起波澜！有些人坐不住了！,https://www.bilibili.com/video/BV1Tn3ge8EpZ/,深圳张导,· 6-23,2791,2,00:47,2024/06/26
姜萍看过的书可能也这么......,https://www.bilibili.com/video/BV1megdeWE46/,祖安吉拉,· 昨天,1128,4,00:46,2024/06/26
还在支持姜萍的人就是活该上中专，有些人的认知配得上他们的苦难,https://www.bilibili.com/video/BV1HJ4m1u73n/,僚立,· 6-24,1158,0,01:08,2024/06/26
姜萍自学视频流出，赵斌现在道歉还来得及！,https://www.bilibili.com/video/BV1Tw3pecECD/,流浪汉_地核足球paradox,· 昨天,4197,0,00:32,2024/06/26
图做好了去dy串姜萍女神!,https://www.bilibili.com/video/BV1r4421S7p4/,能力与道德,· 6-22,9268,2,00:36,2024/06/26
查理斯内心选择相信姜萍，因为李斯自己就是文化不行但数学天赋高的，可能他上也可以！,https://www.bilibili.com/video/BV1Vm42157u9/,约约约修亚,· 6-19,1.7万,4,07:14,2024/06/26
【恒姞塔罗】玄学角度看姜萍的数学天赋,https://www.bilibili.com/video/BV1kZ421u7Wj/,恒姞塔罗,· 6-14,9616,1,12:37,2024/06/26
就不信姜萍的事情我讲不通了还,https://www.bilibili.com/video/BV16z421B7GD/,独奏健身,· 6-24,7677,27,14:45,2024/06/26
那些质疑姜萍作弊的打脸了吧,https://www.bilibili.com/video/BV1Yi421e7EC/,姜萍数学大师,· 6-23,2万,3,00:11,2024/06/26
”网传姜萍参加决赛笑着走出考场”（线上考试走出考场？）,https://www.bilibili.com/video/BV18h3EeREnw/,范科坤比勤,· 6-24,2769,1,01:00,2024/06/26
姜萍的出现，是对时代最好的回答,https://www.bilibili.com/video/BV1Xs421T7Va/,我是章小亮,· 6-18,3.5万,37,01:31,2024/06/26
如何评价人民日报评姜萍？,https://www.bilibili.com/video/BV1NT421Y7uC/,呵姆渡,· 6-19,6293,0,01:47,2024/06/26
姜萍已经被北大录取了！,https://www.bilibili.com/video/BV1r1gyejEJX/,流儿球玊阿伟罗,· 6-21,3631,0,00:31,2024/06/26
就不信姜萍的事情我讲不通了还,https://www.bilibili.com/video/BV16z421B7GD/,独奏健身,· 6-24,7677,27,14:45,2024/06/26
那些质疑姜萍作弊的打脸了吧,https://www.bilibili.com/video/BV1Yi421e7EC/,姜萍数学大师,· 6-23,2万,3,00:11,2024/06/26
”网传姜萍参加决赛笑着走出考场”（线上考试走出考场？）,https://www.bilibili.com/video/BV18h3EeREnw/,范科坤比勤,· 6-24,2769,1,01:00,2024/06/26
姜萍的出现，是对时代最好的回答,https://www.bilibili.com/video/BV1Xs421T7Va/,我是章小亮,· 6-18,3.5万,37,01:31,2024/06/26
如何评价人民日报评姜萍？,https://www.bilibili.com/video/BV1NT421Y7uC/,呵姆渡,· 6-19,6293,0,01:47,2024/06/26
姜萍已经被北大录取了！,https://www.bilibili.com/video/BV1r1gyejEJX/,流儿球玊阿伟罗,· 6-21,3631,0,00:31,2024/06/26
姜萍答题是本人亲自考的吗？是否借助外力？（不设立场，只看看塔塔咋说）,https://www.bilibili.com/video/BV1jW421R7hK/,星家巫女,· 6-20,9928,12,05:25,2024/06/26
阿里巴巴数学竞赛姜萍成绩作弊石锤,https://www.bilibili.com/video/BV1nT421Y7Bx/,汉东一把手沙瑞金,· 6-22,2365,1,03:38,2024/06/26
我认为姜萍没有作弊！！！原因有三点！！！100％证明是她自己做的,https://www.bilibili.com/video/BV1Qr421F7Zw/,第一热门跟踪,· 6-21,4.9万,18,02:09,2024/06/26
北大为什么不保送姜萍?,https://www.bilibili.com/video/BV1Mx4y187A6/,瓜姨太,· 昨天,2850,1,00:16,2024/06/26
笑喷！网友围绕姜萍展开“爽文创作大赛”，第13名刘奔搞笑回应,https://www.bilibili.com/video/BV1oD421M7at/,主持人王洋,· 6-15,5.9万,27,01:39,2024/06/26
那些质疑姜萍的人打脸了吧？,https://www.bilibili.com/video/BV1yogaenErB/,姜萍1,· 6-22,3.1万,6,00:15,2024/06/26
高斯VS姜萍，谁会胜出呢？,https://www.bilibili.com/video/BV1X83neAETY/,是一只崽子,· 昨天,1231,7,00:38,2024/06/26
姜萍事件中姜萍真的是无辜的吗?,https://www.bilibili.com/video/BV1HM4m1U7bg/,是绅士汤呀,· 6-22,3221,0,01:31,2024/06/26
我好多朋友都下场，姜萍就是个笑话……,https://www.bilibili.com/video/BV1ndgNeTEy2/,_谁不知道_,· 6-19,3498,0,00:13,2024/06/26
【姜萍事件追踪】，39名阿里数赛选手，联名请愿重新调查,https://www.bilibili.com/video/BV1mJ4m1u7Qy/,热门追踪后续,· 6-23,3823,2,02:37,2024/06/26
&quot;👑【姜萍的数学王座】决赛大翻盘，不止学霸躺枪！这波操作，连‘凡尔赛文学’都要让位？🤯&quot;,https://www.bilibili.com/video/BV1Bn4y1X7jh/,B站大会员福利君,· 6-22,3945,1,00:29,2024/06/26
姜萍板书的错题是怎么产生的？,https://www.bilibili.com/video/BV11E421N7Bi/,南村人123,· 6-22,2.6万,44,02:35,2024/06/26
雌雄蜗牛 有没有作弊我真不知道，但我知道现在讨论的环境已经和最终的事实毫无关系了#灰色故事 #泽华君 #姜萍,https://www.bilibili.com/video/BV1Dy411q7Ed/,泽华君呀,· 昨天,7.7万,80,01:39,2024/06/26
禁止废话：数学天才姜萍到底有多牛？涨知识了,https://www.bilibili.com/video/BV1Qy411B7oT/,禁止废话,· 6-14,7.2万,53,01:05,2024/06/26
姜萍同学别学服装设计了，张雪峰老师建议你学数学！,https://www.bilibili.com/video/BV1ar421F71J/,张雪峰讲高考,· 6-15,4万,22,03:52,2024/06/26
数学天才变学术妲己？姜萍作弊传言愈演愈烈，Σ写错师生恋谣言 【涟水中专】【阿里巴巴】【全球数学竞赛】,https://www.bilibili.com/video/BV1Cy411q7Ja/,热奶茶酸辣粉,· 6-20,17.1万,20,01:20,2024/06/26
从评论区画风看姜萍事件下各方心理转变【迟毓凯】,https://www.bilibili.com/video/BV1Pb421p794/,心理学迟老师,· 昨天,4.2万,223,09:59,2024/06/26
如果浙大不愿录取姜萍，她被哈佛录取如何？,https://www.bilibili.com/video/BV1mz421B7Z3/,小鲨鱼の纪录片,· 6-22,1340,1,01:15,2024/06/26
姜萍根本没有作弊，阿里巴巴全球数学竞赛决赛官方考试现场流出！,https://www.bilibili.com/video/BV1mx4y147JC/,麦克阿瑟录纪片,· 6-23,1.3万,2,01:35,2024/06/26
姜萍决赛难不难？64人得零分,https://www.bilibili.com/video/BV1DP3Ke9E1F/,王朝风云1,· 17小时前,2461,0,01:18,2024/06/26
大型纪录片《绝代天骄姜萍》持续播出,https://www.bilibili.com/video/BV1by411z7Wr/,佛系少女养生计划,· 6-20,5万,8,01:10,2024/06/26
姜萍家乡已有千万网红去往参观，但500万津巴布韦币可能成空,https://www.bilibili.com/video/BV1zM4m1m7eh/,综艺娱乐官方,· 6-24,1662,0,00:50,2024/06/26
有了姜萍，重新认识了马云，别管他在哪，嘲笑他的人肯定不在底层,https://www.bilibili.com/video/BV1aS421d7Qn/,青哇阳光说太阳在,· 6-17,3942,3,01:13,2024/06/26
阿里官方周报用「姜萍」做封面了❗️只会发「主=6」的小黑子别跑阿,https://www.bilibili.com/video/BV1wx4y187cG/,鱼C论坛fishc-com-cn,· 10小时前,2267,0,00:15,2024/06/26
【姜萍事件】阿里，你颁奖我也颁奖，丁冉值得,https://www.bilibili.com/video/BV1KS3VeTEAQ/,七分瓜农,· 6-24,4987,4,02:11,2024/06/26
姜萍成绩是否造假？世界记忆冠军大卫哥连麦不懂数学却连夜恶补的懂哥，懂哥觉得姜萍有自己的一套模式，这个模式是什么需要懂哥来猜测吗？原来相信姜萍的都是这群懂哥！,https://www.bilibili.com/video/BV1zz421B7b6/,甄机坊,· 6-20,2901,0,02:04,2024/06/26
姜萍事件，你们为什么欺负一个小女孩？,https://www.bilibili.com/video/BV15w4m1e7yS/,赛里斯抽象导师,· 6-23,3103,0,00:36,2024/06/26
逆天姜粉竟然声称姜萍数学成绩比高斯厉害（疑似反串）,https://www.bilibili.com/video/BV11kgvetEnQ/,切你水平不高,· 6-22,1156,1,00:13,2024/06/26
贝叶斯推理揭示真相：姜萍是否作弊？,https://www.bilibili.com/video/BV1Ps421M7GW/,格物时间,· 6-23,9.6万,76,03:28,2024/06/26
因为淋过雨所以想为别人撑伞！姜萍的老师：想让他们知道还有不一样的未来,https://www.bilibili.com/video/BV1wS411N7GP/,中新视频,· 6-14,3.4万,9,00:39,2024/06/26
从姜萍身上得到的启发#姜萍 #阿里巴巴数学竞赛 #涟水中等专业学校,https://www.bilibili.com/video/BV1DE421P7ab/,泗阳陈老师,· 6-14,1万,10,06:07,2024/06/26
阿里数赛多名选手联名请愿，要求阿里组委会就“姜萍事件”展开第三方独立调查,https://www.bilibili.com/video/BV1cS421o73z/,长生慢老,· 6-23,1.1万,9,00:57,2024/06/26
姜萍有没有参加决赛,https://www.bilibili.com/video/BV1MvgveAE15/,真的意难萍,· 6-22,7364,0,00:13,2024/06/26
中专女生姜萍vs家里蹲大学陈锃【阿里全球数学竞赛】,https://www.bilibili.com/video/BV1BYgeeyEvb/,梓蘅1988,· 6-23,26.8万,100,00:36,2024/06/26
卧槽! 姜萍被北大硕士举报作弊! 背后竟有高人指点?,https://www.bilibili.com/video/BV1n6421Z7Pe/,娱乐万花筒呀,· 6-21,2238,3,02:29,2024/06/26
大概率看不到姜萍的最后成绩了！除非她考到单赛道的前17名,https://www.bilibili.com/video/BV1ZPg6eZEhs/,人间-清醒酱,· 6-23,2.8万,12,01:39,2024/06/26
姜萍事件让我再次看到互联网的精彩,https://www.bilibili.com/video/BV1WZ421M7T8/,孙吧记录者,· 6-20,9281,3,00:43,2024/06/26
姜萍决赛3天后，凤凰网专门为她制作纪录片，网友：有人欠她500万,https://www.bilibili.com/video/BV1R4421Q7kH/,青哇阳光说太阳在,· 12小时前,1.3万,7,01:16,2024/06/26
赵斌给姜萍道歉？赵老师发文辟谣～抖音评论区（图1是假冒）,https://www.bilibili.com/video/BV1mi421e7dv/,三水游梦,· 昨天,1493,1,00:56,2024/06/26
达摩院首席数学家出来作证了！！姜萍是真的有实力！！！,https://www.bilibili.com/video/BV11T421e7jH/,热门追踪后续,· 昨天,2.7万,6,00:44,2024/06/26
姜萍回应质疑，展示其数学笔记黑子们说话,https://www.bilibili.com/video/BV1o1421r7dC/,哈鲁奥菲,· 6-19,14.1万,214,00:55,2024/06/26
姜萍真的是数学天才！！！达摩院wotaoyin教授出来作证了！！！,https://www.bilibili.com/video/BV1bM4m1m7vQ/,热门追踪后续,· 17小时前,3.1万,3,01:17,2024/06/26
阿里数学竞赛结束，同学曝姜萍笑嘻嘻走出考场无疲态，称前十稳了,https://www.bilibili.com/video/BV1Kn4y1X72J/,资源帝8娱乐,· 6-23,1.4万,5,01:01,2024/06/26
官方来了！最新采访姜萍视频，及周围邻居说话,https://www.bilibili.com/video/BV1GH4y1w7Lh/,综艺娱乐官方,· 昨天,3092,2,01:59,2024/06/26
阿里巴巴全球数学竞赛预赛韦神仅84分，姜萍的93分有多恐怖？#姜萍真的作弊了吗？#姜萍与王闰秋的数学奇迹,https://www.bilibili.com/video/BV1Mb421p7cM/,麦克阿瑟录纪片,· 6-18,18.5万,159,04:45,2024/06/26
姜萍老师数学竞赛获得全球125名：如果有领路人 或许我的人生也会不一样 所以我尽可能来帮助他们,https://www.bilibili.com/video/BV1cT421e7zH/,凤凰网,· 6-14,7.6万,10,00:47,2024/06/26
虚假的数学天才姜萍vs真正的数学天才刘奔,https://www.bilibili.com/video/BV1om421373r/,和美团拼了,· 6-19,12.2万,84,01:08,2024/06/26
姜萍事件豪赌500万的赵斌认‘’怂‘’了，姜萍加油，你是最棒的，希望你去浙大上暑假班碾压浙大数学天才为我们江苏争一口气！！,https://www.bilibili.com/video/BV1V1421k727/,热门追踪后续,· 昨天,1.9万,2,01:55,2024/06/26
姜萍笔记鉴定它来辣，大家理性吃瓜,https://www.bilibili.com/video/BV1CS411A7AH/,热门追踪后续,· 6-20,2.3万,1,01:56,2024/06/26
平和校长在姜萍事件初期谈姜萍，一下子就道出事件本质,https://www.bilibili.com/video/BV1KM4m1U7jY/,哈鲁奥菲,· 6-23,4.5万,49,01:54,2024/06/26
参赛选手要求阿里调查姜萍！女方三月份月考，数学仅51分,https://www.bilibili.com/video/BV1iE421N7YP/,金牌娱乐酱,· 6-23,4503,0,01:25,2024/06/26
十七岁的数学天才姜萍，从登上神坛到被扒作弊的捞女只花了2天,https://www.bilibili.com/video/BV1Gx4y187EK/,宇沫v,· 6-19,2.2万,13,01:57,2024/06/26
张雪峰谈姜萍,https://www.bilibili.com/video/BV1kcg9eMEAc/,七国战纪,· 6-22,6100,0,00:51,2024/06/26
大型纪录片（赵斌质疑姜萍）持续为你播出,https://www.bilibili.com/video/BV15ngGe5Ek5/,小2纪录片,· 6-20,3.4万,1,01:06,2024/06/26
“那个出500万的狗呢？把钱打给姜萍！”逆天。,https://www.bilibili.com/video/BV1sDgzeBE3z/,校园第五霸,· 6-23,6867,0,00:52,2024/06/26
姜萍都火到国外去了,https://www.bilibili.com/video/BV1T4421D7Cb/,m魔法世界,· 6-23,909,0,02:25,2024/06/26
